k,method,activity,support,metric,users,mean,users_total,users_valid,observations_total,observations_valid,movies_total,movies_valid,comparable_pairs_total,comparable_pairs_valid,reference_pairs_total,reference_pairs_valid,status
10,BASE__GBT,300_PLUS,50_PLUS,als_order,40,0.7115349927849928,65,40,216,191,159,150,442,442,599,599,DESCRIPTIVE
10,BASE__FM,0,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,0,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,1_9,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,10_29,50_PLUS,mse,2,0.7075781446409596,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,BASE__FM,10_29,50_PLUS,pa,1,1.0,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,BASE__FM,10_29,50_PLUS,als_mae,2,0.31138838929475493,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,BASE__FM,10_29,50_PLUS,als_order,1,0.3333333333333333,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,BASE__FM,30_99,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,BASE__FM,30_99,50_PLUS,mse,18,0.8399262499116877,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
10,BASE__FM,30_99,50_PLUS,pa,10,0.7435950235950236,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
10,BASE__FM,30_99,50_PLUS,als_mae,18,0.42810896011279614,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
10,BASE__FM,30_99,50_PLUS,als_order,10,0.7150000000000001,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,1_9,mse,5,1.1120721963044622,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,1_9,pa,0,,5,0,6,0,6,0,0,0,1,0,NO_DATA
10,BASE__FM,100_299,1_9,als_mae,5,0.4700251701267814,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,1_9,als_order,1,0.0,5,1,6,2,6,2,0,0,1,1,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,10_49,mse,6,0.569710824230821,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,10_49,pa,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
10,BASE__FM,100_299,10_49,als_mae,6,0.43864091552641354,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,10_49,als_order,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
10,BASE__FM,100_299,50_PLUS,mse,24,0.6531452485562143,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,50_PLUS,pa,10,0.660136815920398,24,10,73,57,64,51,266,266,342,340,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,50_PLUS,als_mae,24,0.3282144146808343,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
10,BASE__FM,100_299,50_PLUS,als_order,12,0.6399208806329549,24,12,73,61,64,55,266,266,342,342,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,1_9,mse,25,0.8569753680811693,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,1_9,pa,8,0.5127976190476191,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,1_9,als_mae,25,0.5420888120483264,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,1_9,als_order,8,0.6103479853479854,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,10_49,mse,29,0.9239610087682353,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,10_49,pa,7,0.6857142857142858,29,7,46,22,37,20,23,23,30,28,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,10_49,als_mae,29,0.3446118897627536,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,10_49,als_order,9,0.6111111111111112,29,9,46,26,37,24,23,23,30,30,DESCRIPTIVE_SMALL_N
10,BASE__FM,300_PLUS,50_PLUS,mse,65,0.8157239501794095,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
10,BASE__FM,300_PLUS,50_PLUS,pa,33,0.5820577806365446,65,33,216,174,159,140,442,442,599,585,DESCRIPTIVE
10,BASE__FM,300_PLUS,50_PLUS,als_mae,65,0.4142280427774137,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
10,BASE__FM,300_PLUS,50_PLUS,als_order,40,0.6501172438672439,65,40,216,191,159,150,442,442,599,599,DESCRIPTIVE
10,SUPPORT__RIDGE,0,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,0,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,1_9,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,10_29,50_PLUS,mse,2,0.5316367028463266,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,10_29,50_PLUS,pa,1,1.0,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,10_29,50_PLUS,als_mae,2,0.4642685883675772,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,10_29,50_PLUS,als_order,1,0.3333333333333333,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,30_99,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,30_99,50_PLUS,mse,18,0.956452276764558,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,30_99,50_PLUS,pa,10,0.6405062205062205,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,30_99,50_PLUS,als_mae,18,0.4890195001943488,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,30_99,50_PLUS,als_order,10,0.5953113553113554,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,1_9,mse,5,0.8629981971765842,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,1_9,pa,0,,5,0,6,0,6,0,0,0,1,0,NO_DATA
10,SUPPORT__RIDGE,100_299,1_9,als_mae,5,0.3981929285834663,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,1_9,als_order,1,0.0,5,1,6,2,6,2,0,0,1,1,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,10_49,mse,6,0.6084635479566894,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,10_49,pa,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,100_299,10_49,als_mae,6,0.42554109358572817,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,10_49,als_order,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
10,SUPPORT__RIDGE,100_299,50_PLUS,mse,24,0.709835714409723,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,50_PLUS,pa,10,0.5135572139303484,24,10,73,57,64,51,266,266,342,340,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,50_PLUS,als_mae,24,0.36301344882310876,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,100_299,50_PLUS,als_order,12,0.5511695906432749,24,12,73,61,64,55,266,266,342,342,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,1_9,mse,25,0.8241820787047809,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,1_9,pa,8,0.5007440476190477,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,1_9,als_mae,25,0.6013178745002292,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,1_9,als_order,8,0.6057946682946683,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,10_49,mse,29,0.9132956922279688,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,10_49,pa,7,0.6857142857142858,29,7,46,22,37,20,23,23,30,28,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,10_49,als_mae,29,0.36334061506320026,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,10_49,als_order,9,0.7148148148148148,29,9,46,26,37,24,23,23,30,30,DESCRIPTIVE_SMALL_N
10,SUPPORT__RIDGE,300_PLUS,50_PLUS,mse,65,0.8996547236809678,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
10,SUPPORT__RIDGE,300_PLUS,50_PLUS,pa,33,0.5700873906540511,65,33,216,174,159,140,442,442,599,585,DESCRIPTIVE
10,SUPPORT__RIDGE,300_PLUS,50_PLUS,als_mae,65,0.4757995076184439,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
10,SUPPORT__RIDGE,300_PLUS,50_PLUS,als_order,40,0.6592451298701298,65,40,216,191,159,150,442,442,599,599,DESCRIPTIVE
10,SUPPORT__GBT,0,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,0,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,1_9,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,10_29,50_PLUS,mse,2,0.625173320554732,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,10_29,50_PLUS,pa,1,1.0,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,10_29,50_PLUS,als_mae,2,0.3787501575799058,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,10_29,50_PLUS,als_order,1,0.3333333333333333,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,30_99,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,30_99,50_PLUS,mse,18,0.9403265430513914,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,30_99,50_PLUS,pa,10,0.7175546975546976,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,30_99,50_PLUS,als_mae,18,0.4456821274756229,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,30_99,50_PLUS,als_order,10,0.6044871794871796,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,1_9,mse,5,1.3034852671071246,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,1_9,pa,0,,5,0,6,0,6,0,0,0,1,0,NO_DATA
10,SUPPORT__GBT,100_299,1_9,als_mae,5,0.5274649005801206,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,1_9,als_order,1,0.0,5,1,6,2,6,2,0,0,1,1,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,10_49,mse,6,0.6165580881956754,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,10_49,pa,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,100_299,10_49,als_mae,6,0.49933391068348887,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,10_49,als_order,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
10,SUPPORT__GBT,100_299,50_PLUS,mse,24,0.6538281514614087,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,50_PLUS,pa,10,0.45544776119402985,24,10,73,57,64,51,266,266,342,340,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,50_PLUS,als_mae,24,0.3460433861643606,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,100_299,50_PLUS,als_order,12,0.5827313381492948,24,12,73,61,64,55,266,266,342,342,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,1_9,mse,25,0.779783775575483,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,1_9,pa,8,0.7766369047619047,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,1_9,als_mae,25,0.5457261182703674,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,1_9,als_order,8,0.612077737077737,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,10_49,mse,29,0.7632086161645805,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,10_49,pa,7,0.5321428571428571,29,7,46,22,37,20,23,23,30,28,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,10_49,als_mae,29,0.27698165150904275,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,10_49,als_order,9,0.5814814814814815,29,9,46,26,37,24,23,23,30,30,DESCRIPTIVE_SMALL_N
10,SUPPORT__GBT,300_PLUS,50_PLUS,mse,65,0.8373229420431767,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
10,SUPPORT__GBT,300_PLUS,50_PLUS,pa,33,0.6230753103896327,65,33,216,174,159,140,442,442,599,585,DESCRIPTIVE
10,SUPPORT__GBT,300_PLUS,50_PLUS,als_mae,65,0.40003548223169944,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
10,SUPPORT__GBT,300_PLUS,50_PLUS,als_order,40,0.6781926406926406,65,40,216,191,159,150,442,442,599,599,DESCRIPTIVE
10,SUPPORT__FM,0,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__FM,0,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__FM,0,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__FM,0,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__FM,0,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__FM,0,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
10,SUPPORT__FM,0,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
