k,method,activity,support,metric,users,mean,users_total,users_valid,observations_total,observations_valid,movies_total,movies_valid,comparable_pairs_total,comparable_pairs_valid,reference_pairs_total,reference_pairs_valid,status
1,CROWD_ITEM__FM,1_9,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,1_9,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,1_9,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,1_9,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,1_9,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,1_9,50_PLUS,mse,1,0.7948745253247115,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,1_9,50_PLUS,pa,1,0.6142857142857143,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,1_9,50_PLUS,als_mae,1,0.5290428837361437,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,1_9,50_PLUS,als_order,1,0.7666666666666667,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,10_29,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,10_29,50_PLUS,mse,2,0.4050705451372085,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,10_29,50_PLUS,pa,1,0.6666666666666666,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,10_29,50_PLUS,als_mae,2,0.5996051208067886,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,10_29,50_PLUS,als_order,1,0.3333333333333333,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,30_99,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,30_99,50_PLUS,mse,18,0.9013715176837303,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,30_99,50_PLUS,pa,10,0.6680480480480481,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,30_99,50_PLUS,als_mae,18,0.7715704810960182,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,30_99,50_PLUS,als_order,10,0.7280769230769231,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,1_9,mse,5,1.1145098212317002,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,1_9,pa,0,,5,0,6,0,6,0,0,0,1,0,NO_DATA
1,CROWD_ITEM__FM,100_299,1_9,als_mae,5,0.6705706566699343,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,1_9,als_order,1,1.0,5,1,6,2,6,2,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,10_49,mse,6,0.5584329144216212,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,10_49,pa,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,100_299,10_49,als_mae,6,0.8096275870444822,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,10_49,als_order,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
1,CROWD_ITEM__FM,100_299,50_PLUS,mse,24,0.5825518933151185,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,50_PLUS,pa,10,0.42088308457711443,24,10,73,57,64,51,266,266,342,340,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,50_PLUS,als_mae,24,0.6898472378440644,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,100_299,50_PLUS,als_order,12,0.7916809998853341,24,12,73,61,64,55,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,1_9,mse,25,0.8651841794948121,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,1_9,pa,8,0.42276785714285714,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,1_9,als_mae,25,1.1686566436000936,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,1_9,als_order,8,0.708511396011396,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,10_49,mse,29,1.0362619278472969,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,10_49,pa,7,0.5428571428571428,29,7,46,22,37,20,23,23,30,28,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,10_49,als_mae,29,0.9087495705452989,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,10_49,als_order,9,0.43703703703703706,29,9,46,26,37,24,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_ITEM__FM,300_PLUS,50_PLUS,mse,65,0.7861024677855935,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
1,CROWD_ITEM__FM,300_PLUS,50_PLUS,pa,33,0.5655519145157876,65,33,216,174,159,140,442,442,599,585,DESCRIPTIVE
1,CROWD_ITEM__FM,300_PLUS,50_PLUS,als_mae,65,0.8765559420418284,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
1,CROWD_ITEM__FM,300_PLUS,50_PLUS,als_order,40,0.6159965728715728,65,40,216,191,159,150,442,442,599,599,DESCRIPTIVE
1,CROWD_RESPONSE__RIDGE,0,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,0,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,1_9,50_PLUS,mse,1,0.8187926569300261,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,1_9,50_PLUS,pa,1,0.6357142857142857,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,1_9,50_PLUS,als_mae,1,0.5001488933518934,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,1_9,50_PLUS,als_order,1,0.7952380952380952,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,10_29,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,10_29,50_PLUS,mse,2,0.3458322940220875,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,10_29,50_PLUS,pa,1,1.0,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,10_29,50_PLUS,als_mae,2,0.7103625416952201,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,10_29,50_PLUS,als_order,1,0.0,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,30_99,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,30_99,50_PLUS,mse,18,1.0269835400160146,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,30_99,50_PLUS,pa,10,0.6462977262977263,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,30_99,50_PLUS,als_mae,18,0.805908484341464,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,30_99,50_PLUS,als_order,10,0.7172710622710623,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,1_9,mse,5,0.9284799505851579,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,1_9,pa,0,,5,0,6,0,6,0,0,0,1,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,100_299,1_9,als_mae,5,0.582248534064041,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,1_9,als_order,1,1.0,5,1,6,2,6,2,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,10_49,mse,6,0.6285749346343044,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,10_49,pa,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,100_299,10_49,als_mae,6,0.6950584851483166,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,10_49,als_order,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__RIDGE,100_299,50_PLUS,mse,24,0.6782426057738645,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,50_PLUS,pa,10,0.4158830845771145,24,10,73,57,64,51,266,266,342,340,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,50_PLUS,als_mae,24,0.7234997886296962,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,100_299,50_PLUS,als_order,12,0.8000802660245383,24,12,73,61,64,55,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,1_9,mse,25,0.749605295157574,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,1_9,pa,8,0.5111607142857143,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,1_9,als_mae,25,1.1268083072702084,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,1_9,als_order,8,0.3630952380952381,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,10_49,mse,29,1.0177346005606698,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,10_49,pa,7,0.7142857142857143,29,7,46,22,37,20,23,23,30,28,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,10_49,als_mae,29,0.9190391160971221,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,10_49,als_order,9,0.4185185185185185,29,9,46,26,37,24,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__RIDGE,300_PLUS,50_PLUS,mse,65,0.9144939489304242,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
1,CROWD_RESPONSE__RIDGE,300_PLUS,50_PLUS,pa,33,0.6244091198244875,65,33,216,174,159,140,442,442,599,585,DESCRIPTIVE
1,CROWD_RESPONSE__RIDGE,300_PLUS,50_PLUS,als_mae,65,0.932924056026533,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
1,CROWD_RESPONSE__RIDGE,300_PLUS,50_PLUS,als_order,40,0.6481520562770562,65,40,216,191,159,150,442,442,599,599,DESCRIPTIVE
1,CROWD_RESPONSE__GBT,0,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,50_PLUS,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,50_PLUS,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,50_PLUS,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,0,50_PLUS,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,1_9,50_PLUS,mse,1,0.7376612463889266,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,1_9,50_PLUS,pa,1,0.6428571428571429,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,1_9,50_PLUS,als_mae,1,0.5055707955006548,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,1_9,50_PLUS,als_order,1,0.7238095238095238,1,1,21,21,21,21,140,140,210,210,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,10_29,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,10_29,50_PLUS,mse,2,0.4338609413909707,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,10_29,50_PLUS,pa,1,1.0,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,10_29,50_PLUS,als_mae,2,0.7036952901647966,2,2,4,4,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,10_29,50_PLUS,als_order,1,0.0,2,1,4,3,3,3,3,3,3,3,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,30_99,1_9,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,1_9,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,1_9,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,1_9,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,10_49,mse,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,10_49,pa,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,10_49,als_mae,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,10_49,als_order,0,,0,0,0,0,0,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,30_99,50_PLUS,mse,18,1.049118001833437,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,30_99,50_PLUS,pa,10,0.6443157443157442,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,30_99,50_PLUS,als_mae,18,0.779189140130245,18,18,55,55,45,45,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,30_99,50_PLUS,als_order,10,0.5657142857142857,18,10,55,47,45,42,122,122,150,150,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,1_9,mse,5,0.988215791312453,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,1_9,pa,0,,5,0,6,0,6,0,0,0,1,0,NO_DATA
1,CROWD_RESPONSE__GBT,100_299,1_9,als_mae,5,0.5603172226625862,5,5,6,6,6,6,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,1_9,als_order,1,1.0,5,1,6,2,6,2,0,0,1,1,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,10_49,mse,6,0.5203168136501749,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,10_49,pa,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,100_299,10_49,als_mae,6,0.7718580175964597,6,6,6,6,6,6,0,0,0,0,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,10_49,als_order,0,,6,0,6,0,6,0,0,0,0,0,NO_DATA
1,CROWD_RESPONSE__GBT,100_299,50_PLUS,mse,24,0.5360166344216767,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,50_PLUS,pa,10,0.7229477611940298,24,10,73,57,64,51,266,266,342,340,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,50_PLUS,als_mae,24,0.6958923431874332,24,24,73,73,64,64,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,100_299,50_PLUS,als_order,12,0.8009689255819286,24,12,73,61,64,55,266,266,342,342,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,1_9,mse,25,0.65731126730877,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,1_9,pa,8,0.5819940476190476,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,1_9,als_mae,25,1.0999922992035251,25,25,55,55,49,49,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,1_9,als_order,8,0.4346255596255596,25,8,55,38,49,37,125,125,153,153,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,10_49,mse,29,1.091724982784049,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,10_49,pa,7,0.4714285714285714,29,7,46,22,37,20,23,23,30,28,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,10_49,als_mae,29,1.0445442924104522,29,29,46,46,37,37,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,10_49,als_order,9,0.5296296296296297,29,9,46,26,37,24,23,23,30,30,DESCRIPTIVE_SMALL_N
1,CROWD_RESPONSE__GBT,300_PLUS,50_PLUS,mse,65,0.7942826267546328,65,65,216,216,159,159,442,442,599,599,DESCRIPTIVE
1,CROWD_RESPONSE__GBT,300_PLUS,50_PLUS,pa,33,0.6889205655481101,65,33,216,174,159,140,442,442,599,585,DESCRIPTIVE
