k,method,cohort,metric,users,mean,ci95_low,ci95_high,users_total,users_valid,observations_total,observations_valid,movies_total,movies_valid,comparable_pairs_total,comparable_pairs_valid,reference_pairs_total,reference_pairs_valid,status
5,ALS,eligible_k,als_order,77,1.0,1.0,1.0,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,ALS,eligible_k,outside_scale,117,0.014245014245014244,0.0,0.037037037037037035,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,ALS,common_k30,mse,113,0.8305483304085898,0.6472374633620781,1.0344340851447824,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,ALS,common_k30,mae,113,0.6965821342149632,0.6125924266495516,0.7842407531071772,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,ALS,common_k30,pa,68,0.6583887382559763,0.5703583455149885,0.7422434878382251,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,ALS,common_k30,als_mae,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,ALS,common_k30,als_order,74,1.0,1.0,1.0,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,ALS,common_k30,outside_scale,113,0.014749262536873154,0.0,0.038348082595870206,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__FM,eligible_k,mse,117,0.7804409233454952,0.622568541269346,0.9570949927604787,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__FM,eligible_k,mae,117,0.6771613982644523,0.6011960732031015,0.7572945778909471,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__FM,eligible_k,pa,71,0.5996989261035185,0.5157613773444906,0.6800256119311203,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,BASE__FM,eligible_k,als_mae,117,0.4690727989027799,0.407176298611743,0.5368385829157418,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__FM,eligible_k,als_order,77,0.5844509264150476,0.507998595050767,0.658704939709721,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__FM,common_k30,mse,113,0.7852047304900746,0.6216403392158559,0.9618458428560765,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__FM,common_k30,mae,113,0.6759943092290559,0.597268406883974,0.7579845866534813,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__FM,common_k30,pa,68,0.5836725715361899,0.4992148593411332,0.6663569565051045,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,BASE__FM,common_k30,als_mae,113,0.47199858142304135,0.40905927755621424,0.5391147151406084,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__FM,common_k30,als_order,74,0.5973340720805225,0.519844005699736,0.6709276759581019,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__GBT,eligible_k,mse,117,0.7724038124223407,0.613267225462032,0.9524347498887481,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__GBT,eligible_k,mae,117,0.671867218622497,0.5950250469071211,0.7534585541969515,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__GBT,eligible_k,pa,71,0.6017947977937022,0.5193129810019725,0.682303214308073,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,BASE__GBT,eligible_k,als_mae,117,0.4908514922702718,0.4252853534555027,0.5640457974297318,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__GBT,eligible_k,als_order,77,0.65931272012645,0.5877348384750719,0.7295510514857673,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__GBT,common_k30,mse,113,0.7728435745528313,0.607411038154016,0.9563330722457558,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__GBT,common_k30,mae,113,0.6685104706078511,0.5889188767541054,0.7517171165648167,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__GBT,common_k30,pa,68,0.5907628689381954,0.5060111967246316,0.6733048629863663,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,BASE__GBT,common_k30,als_mae,113,0.4925089962279041,0.4257957396054743,0.5663740453807844,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__GBT,common_k30,als_order,74,0.6707262988703151,0.5981888469020821,0.7390715544810372,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__RIDGE,eligible_k,mse,117,0.8299738086688253,0.6555422718172665,1.0267760481627177,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__RIDGE,eligible_k,mae,117,0.6903824112475551,0.608877556268073,0.7763589579165415,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__RIDGE,eligible_k,pa,71,0.5901015684182171,0.5051553721391349,0.6716194567851471,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,BASE__RIDGE,eligible_k,als_mae,117,0.5102428161151169,0.43867619611225955,0.5861101430599948,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__RIDGE,eligible_k,als_order,77,0.6324631699213508,0.5579220942529338,0.7034653628351106,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,BASE__RIDGE,common_k30,mse,113,0.8387171387481418,0.6573283348377754,1.0398098620087481,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__RIDGE,common_k30,mae,113,0.690921795003576,0.6073539034090064,0.7798610915728725,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__RIDGE,common_k30,pa,68,0.5752857879399358,0.4903368213982857,0.658222651721311,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,BASE__RIDGE,common_k30,als_mae,113,0.5123946358873795,0.440909266537228,0.5890591812602782,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__RIDGE,common_k30,als_order,74,0.6486441092424866,0.5740388062155304,0.719230520380368,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,BASE__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__FM,eligible_k,mse,117,0.7571331629050969,0.5988970648434846,0.9329833985948963,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__FM,eligible_k,mae,117,0.6651667815569877,0.5897927296916252,0.7449341561904874,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__FM,eligible_k,pa,71,0.6149582759498757,0.5326282503473854,0.6961499008250417,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,CROWD_ITEM__FM,eligible_k,als_mae,117,0.46781934674939174,0.40649190300792276,0.535377997793321,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__FM,eligible_k,als_order,77,0.6420025483406321,0.5708538059715584,0.7087274108151127,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__FM,common_k30,mse,113,0.7631762291150808,0.6004951728964059,0.9413792237011972,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__FM,common_k30,mae,113,0.6642556215613062,0.5873931250076396,0.7457868856745367,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__FM,common_k30,pa,68,0.6061410757058343,0.5199858556096116,0.689963845913906,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,CROWD_ITEM__FM,common_k30,als_mae,113,0.46901718088815814,0.4067538422339647,0.5355227439824298,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__FM,common_k30,als_order,74,0.6540657147148019,0.5826814583305455,0.7222933692571114,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__GBT,eligible_k,mse,117,0.7701126582354922,0.6018222872402234,0.9629077885502665,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__GBT,eligible_k,mae,117,0.6640917709650835,0.5850665936279359,0.7487563119453627,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__GBT,eligible_k,pa,71,0.6737685255752022,0.5967711012307603,0.7471787971922692,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,CROWD_ITEM__GBT,eligible_k,als_mae,117,0.46418369760672046,0.40655850787952563,0.5282676673715068,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__GBT,eligible_k,als_order,77,0.6635042502125386,0.5867681975754516,0.7364063949084759,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__GBT,common_k30,mse,113,0.7696450353934768,0.5972962517817676,0.9607665838254824,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__GBT,common_k30,mae,113,0.6586189538347713,0.5756442520041753,0.7442437296197132,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__GBT,common_k30,pa,68,0.6675458951675722,0.5861340546341531,0.7435242530647409,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,CROWD_ITEM__GBT,common_k30,als_mae,113,0.4644455340292419,0.4050020775312558,0.5298618444025869,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__GBT,common_k30,als_order,74,0.6777904585544883,0.6002142700317142,0.7515405705276393,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,eligible_k,mse,117,0.8115201020678234,0.6332049465171076,1.0132905450859766,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,eligible_k,mae,117,0.6836092221271542,0.6018705777101026,0.7705519817582349,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,eligible_k,pa,71,0.644111927324357,0.5594707794113748,0.7260446590941785,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,eligible_k,als_mae,117,0.511223706015379,0.44227489255848046,0.5864648158867913,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,eligible_k,als_order,77,0.6796344288836583,0.6058728641181356,0.7481635368632548,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,common_k30,mse,113,0.8215455496989659,0.6394038043659029,1.0261174456598334,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,common_k30,mae,113,0.6850096832903283,0.6020023717814286,0.7741106107424852,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,common_k30,pa,68,0.6316789567978172,0.5436664334946388,0.7160306231306757,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,common_k30,als_mae,113,0.5109752186252536,0.44274591047646605,0.5842948700153626,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,common_k30,als_order,74,0.697727716541104,0.6252719229925111,0.7651766629707806,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_ITEM__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__FM,eligible_k,mse,117,0.7169275723513305,0.5673914200134011,0.8848486577873865,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__FM,eligible_k,mae,117,0.6448293175140274,0.5702938578647084,0.7243273023165722,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__FM,eligible_k,pa,71,0.6833771835477306,0.6002264710667401,0.7620647963232899,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,CROWD_RESPONSE__FM,eligible_k,als_mae,117,0.4381978128572515,0.38007901204412026,0.5030660457381549,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__FM,eligible_k,als_order,77,0.7027873057592157,0.6282064373690098,0.7724129602809695,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__FM,common_k30,mse,113,0.7216788943880645,0.5676519283631,0.8912868489635071,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__FM,common_k30,mae,113,0.6428533639525458,0.5661839875923409,0.7240528108730655,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__FM,common_k30,pa,68,0.687382386089869,0.6031498279659446,0.7669923631598538,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,CROWD_RESPONSE__FM,common_k30,als_mae,113,0.4369687417562755,0.37866611132115474,0.501072143802967,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__FM,common_k30,als_order,74,0.7083057100467512,0.6342292921649751,0.7784242103182266,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,eligible_k,mse,117,0.7891205723661349,0.6188411805657015,0.9886965150838071,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,eligible_k,mae,117,0.6767656688637688,0.5983619114305845,0.7616968806249225,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,eligible_k,pa,71,0.6357231861196909,0.5530580887476146,0.7168674030000977,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,eligible_k,als_mae,117,0.4592523798224992,0.39758098977326517,0.5279069449514573,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,eligible_k,als_order,77,0.7246215555475937,0.6498020729329617,0.7951829265557718,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,common_k30,mse,113,0.7909514487376224,0.6148062533357407,0.9919316158824236,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,common_k30,mae,113,0.6731798288472475,0.5916280454149541,0.7593834987380841,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,common_k30,pa,68,0.6327240456380432,0.5470659810949311,0.7143029714330745,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,common_k30,als_mae,113,0.46200435166234977,0.39953696640823805,0.532358873432612,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,common_k30,als_order,74,0.7368809879797034,0.6635190015353978,0.8061600729674596,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,eligible_k,mse,117,0.8632680698543745,0.6695323893164594,1.0885876479080177,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,eligible_k,mae,117,0.7093034250687948,0.6245169562360842,0.7999997460075463,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,eligible_k,pa,71,0.5812318958114941,0.4933426282037278,0.6680387476883866,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,eligible_k,als_mae,117,0.5363497474897633,0.4610459965284172,0.6196172669109394,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,eligible_k,als_order,77,0.6360379183285149,0.559431076227646,0.7076695394126111,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,common_k30,mse,113,0.8702721744644457,0.6722840839946986,1.1011604290962766,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,common_k30,mae,113,0.7104382542571964,0.6246978296981994,0.8031801262358639,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,common_k30,pa,68,0.582364675528668,0.49332309653089695,0.6690796221810102,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,common_k30,als_mae,113,0.5343614971472621,0.46023143617087225,0.615250490483583,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,common_k30,als_order,74,0.6374989150175085,0.5605378535373464,0.7111395340502845,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,CROWD_RESPONSE__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__FM,eligible_k,mse,117,0.7825246075178671,0.6226792354005518,0.9610081936159575,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__FM,eligible_k,mae,117,0.677027601656185,0.6010697452861393,0.7569028761981446,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__FM,eligible_k,pa,71,0.6072940417631524,0.5263580035476121,0.6845467071509599,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,SUPPORT__FM,eligible_k,als_mae,117,0.4771800408808527,0.41523917379194725,0.5450021018838128,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__FM,eligible_k,als_order,77,0.5884461061357525,0.5123092035892671,0.6613896750799757,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__FM,common_k30,mse,113,0.7875231820710592,0.622910363486932,0.9666612957403926,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__FM,common_k30,mae,113,0.6756748158551875,0.5971362655204113,0.7580337338628358,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__FM,common_k30,pa,68,0.5916027658278666,0.509568361339443,0.6717625841515833,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,SUPPORT__FM,common_k30,als_mae,113,0.47989882006482404,0.41671231911681833,0.5473990821947616,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__FM,common_k30,als_order,74,0.6014912185466615,0.525412598548163,0.6742895308915424,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__GBT,eligible_k,mse,117,0.8040313131801204,0.6328512046324165,0.9917141731103113,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__GBT,eligible_k,mae,117,0.6795439471696842,0.5985948703451068,0.7652542517981071,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__GBT,eligible_k,pa,71,0.6172970701032493,0.537385988988701,0.6954667481713676,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,SUPPORT__GBT,eligible_k,als_mae,117,0.4782671617084569,0.4142954342611684,0.5487538954289962,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__GBT,eligible_k,als_order,77,0.5827972379411137,0.5057798385653618,0.6580415371747814,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__GBT,common_k30,mse,113,0.8000266586111506,0.6245088079882946,0.9907803499839499,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__GBT,common_k30,mae,113,0.6734717811524806,0.5898521836524104,0.760366006461709,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__GBT,common_k30,pa,68,0.603681091169896,0.5208684020360888,0.6836041079746215,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,SUPPORT__GBT,common_k30,als_mae,113,0.48308976546896276,0.416632336813981,0.5546045594158624,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__GBT,common_k30,als_order,74,0.5942619908306184,0.5169040461932618,0.6692533811651457,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__RIDGE,eligible_k,mse,117,0.8428521194906459,0.6621133303233832,1.0457758372891748,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__RIDGE,eligible_k,mae,117,0.6940278570641168,0.6113297067028398,0.7810824962781738,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__RIDGE,eligible_k,pa,71,0.5965706057768622,0.5116577651103201,0.6768194766992112,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
5,SUPPORT__RIDGE,eligible_k,als_mae,117,0.5257289117105668,0.4527068932925654,0.60343065562068,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__RIDGE,eligible_k,als_order,77,0.6269415059682264,0.5521747707517972,0.6982010731965949,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
5,SUPPORT__RIDGE,common_k30,mse,113,0.8520454138679455,0.6662378323224837,1.0592935826256138,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__RIDGE,common_k30,mae,113,0.6945673032663376,0.6096690338834541,0.7848946868271721,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__RIDGE,common_k30,pa,68,0.58204022400558,0.49566625303187367,0.6653843115797264,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
5,SUPPORT__RIDGE,common_k30,als_mae,113,0.5278397692669535,0.4546031273056131,0.6063830285506785,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__RIDGE,common_k30,als_order,74,0.6428985940480194,0.5696325046612403,0.7140844196591323,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
5,SUPPORT__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,ALS,eligible_k,mse,117,0.7210662435071826,0.568964386168477,0.890590834932432,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,ALS,eligible_k,mae,117,0.654226853651515,0.5786077448248506,0.7351986791557032,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,ALS,eligible_k,pa,71,0.6939317713122243,0.610944394128723,0.7724666098619916,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,ALS,eligible_k,als_mae,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,ALS,eligible_k,als_order,77,1.0,1.0,1.0,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,ALS,eligible_k,outside_scale,117,0.011396011396011395,0.0,0.03133903133903134,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,ALS,common_k30,mse,113,0.7087218438012596,0.550888088236953,0.8814952688296189,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,ALS,common_k30,mae,113,0.6456221892248788,0.5668699129550866,0.7272661572206761,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,ALS,common_k30,pa,68,0.70984052592894,0.6256979738068572,0.7892751662933436,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,ALS,common_k30,als_mae,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,ALS,common_k30,als_order,74,1.0,1.0,1.0,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,ALS,common_k30,outside_scale,113,0.011799410029498525,0.0,0.032448377581120944,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__FM,eligible_k,mse,117,0.7741647582034363,0.6093545079393512,0.9567649690614228,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
