level,method,k,activity,support,metric,users,observed_pairs_all_cell_users,unique_movies,comparable_rating_pairs,mean,status
25,ALS,0,0,0,mse,38,207,173,2304,1.9481532164329654,DESCRIPTIVE
25,ALS,0,0,0,pa,17,207,173,2304,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,0,1_9,mse,34,487,446,35482,1.4012232288410253,DESCRIPTIVE
25,ALS,0,0,1_9,pa,14,487,446,35482,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,0,10_49,mse,47,832,638,51867,1.1160522330686218,DESCRIPTIVE
25,ALS,0,0,10_49,pa,32,832,638,51867,0.5,DESCRIPTIVE
25,ALS,0,0,50_PLUS,mse,84,11603,3293,2564251,1.0642554787433889,DESCRIPTIVE
25,ALS,0,0,50_PLUS,pa,84,11603,3293,2564251,0.5,DESCRIPTIVE
25,ALS,0,1_9,0,mse,0,0,0,0,,NO_DATA
25,ALS,0,1_9,0,pa,0,0,0,0,,NO_DATA
25,ALS,0,1_9,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,0,1_9,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,0,1_9,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,0,1_9,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,0,1_9,50_PLUS,mse,1,143,143,8012,0.9259770093180203,DESCRIPTIVE_SMALL_N
25,ALS,0,1_9,50_PLUS,pa,1,143,143,8012,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,10_29,0,mse,0,0,0,0,,NO_DATA
25,ALS,0,10_29,0,pa,0,0,0,0,,NO_DATA
25,ALS,0,10_29,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,0,10_29,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,0,10_29,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,0,10_29,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,0,10_29,50_PLUS,mse,3,66,62,761,0.4913283266443564,DESCRIPTIVE_SMALL_N
25,ALS,0,10_29,50_PLUS,pa,3,66,62,761,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,0,mse,9,30,25,77,0.9731815542130895,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,0,pa,5,30,25,77,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,1_9,mse,7,14,14,10,0.8271416188866277,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,1_9,pa,3,14,14,10,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,10_49,mse,12,35,33,98,0.7154298855871698,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,10_49,pa,6,35,33,98,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,50_PLUS,mse,24,457,365,8907,0.9790084244989806,DESCRIPTIVE_SMALL_N
25,ALS,0,30_99,50_PLUS,pa,22,457,365,8907,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,100_299,0,mse,18,66,59,271,0.9836650585495037,DESCRIPTIVE_SMALL_N
25,ALS,0,100_299,0,pa,8,66,59,271,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,100_299,1_9,mse,15,71,67,275,1.5370492207695627,DESCRIPTIVE_SMALL_N
25,ALS,0,100_299,1_9,pa,7,71,67,275,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,100_299,10_49,mse,20,92,75,299,0.7565844015024765,DESCRIPTIVE_SMALL_N
25,ALS,0,100_299,10_49,pa,15,92,75,299,0.5,DESCRIPTIVE_SMALL_N
25,ALS,0,100_299,50_PLUS,mse,46,697,566,18807,0.784740003913146,DESCRIPTIVE
25,ALS,0,100_299,50_PLUS,pa,39,697,566,18807,0.5,DESCRIPTIVE
25,ALS,0,300_PLUS,0,mse,68,509,396,5206,0.8602075237819818,DESCRIPTIVE
25,ALS,0,300_PLUS,0,pa,48,509,396,5206,0.5,DESCRIPTIVE
25,ALS,0,300_PLUS,1_9,mse,66,655,547,13602,0.9304778569109667,DESCRIPTIVE
25,ALS,0,300_PLUS,1_9,pa,43,655,547,13602,0.5,DESCRIPTIVE
25,ALS,0,300_PLUS,10_49,mse,85,743,513,6510,0.9214784846169022,DESCRIPTIVE
25,ALS,0,300_PLUS,10_49,pa,69,743,513,6510,0.5,DESCRIPTIVE
25,ALS,0,300_PLUS,50_PLUS,mse,107,2253,1638,45123,0.7959270788427578,DESCRIPTIVE
25,ALS,0,300_PLUS,50_PLUS,pa,92,2253,1638,45123,0.5,DESCRIPTIVE
25,ALS,1,0,0,mse,0,0,0,0,,NO_DATA
25,ALS,1,0,0,pa,0,0,0,0,,NO_DATA
25,ALS,1,0,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,1,0,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,1,0,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,1,0,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,1,0,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,1,0,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,1,1_9,0,mse,0,0,0,0,,NO_DATA
25,ALS,1,1_9,0,pa,0,0,0,0,,NO_DATA
25,ALS,1,1_9,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,1,1_9,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,1,1_9,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,1,1_9,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,1,1_9,50_PLUS,mse,1,143,143,8012,1.3028228864022962,DESCRIPTIVE_SMALL_N
25,ALS,1,1_9,50_PLUS,pa,1,143,143,8012,0.6052171742386421,DESCRIPTIVE_SMALL_N
25,ALS,1,10_29,0,mse,0,0,0,0,,NO_DATA
25,ALS,1,10_29,0,pa,0,0,0,0,,NO_DATA
25,ALS,1,10_29,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,1,10_29,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,1,10_29,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,1,10_29,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,1,10_29,50_PLUS,mse,3,66,62,761,1.0316595180114627,DESCRIPTIVE_SMALL_N
25,ALS,1,10_29,50_PLUS,pa,3,66,62,761,0.43563921063921063,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,0,mse,9,30,25,77,0.7632313817691241,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,0,pa,5,30,25,77,0.5,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,1_9,mse,7,14,14,10,3.1344293833519727,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,1_9,pa,3,14,14,10,0.3666666666666667,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,10_49,mse,12,35,33,98,2.731169440542601,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,10_49,pa,6,35,33,98,0.786449864498645,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,50_PLUS,mse,24,457,365,8907,2.450119825161303,DESCRIPTIVE_SMALL_N
25,ALS,1,30_99,50_PLUS,pa,22,457,365,8907,0.6523337169127993,DESCRIPTIVE_SMALL_N
25,ALS,1,100_299,0,mse,18,66,59,271,0.9001823113764669,DESCRIPTIVE_SMALL_N
25,ALS,1,100_299,0,pa,8,66,59,271,0.5,DESCRIPTIVE_SMALL_N
25,ALS,1,100_299,1_9,mse,15,71,67,275,2.390823508899089,DESCRIPTIVE_SMALL_N
25,ALS,1,100_299,1_9,pa,7,71,67,275,0.5280738266484704,DESCRIPTIVE_SMALL_N
25,ALS,1,100_299,10_49,mse,20,92,75,299,2.1417150544569807,DESCRIPTIVE_SMALL_N
25,ALS,1,100_299,10_49,pa,15,92,75,299,0.5486167916382639,DESCRIPTIVE_SMALL_N
25,ALS,1,100_299,50_PLUS,mse,46,697,566,18807,1.909414509231645,DESCRIPTIVE
25,ALS,1,100_299,50_PLUS,pa,39,697,566,18807,0.585400360399833,DESCRIPTIVE
25,ALS,1,300_PLUS,0,mse,68,509,396,5206,0.7860262994929251,DESCRIPTIVE
25,ALS,1,300_PLUS,0,pa,48,509,396,5206,0.5,DESCRIPTIVE
25,ALS,1,300_PLUS,1_9,mse,66,655,547,13602,2.095879087038936,DESCRIPTIVE
25,ALS,1,300_PLUS,1_9,pa,43,655,547,13602,0.5135535662587117,DESCRIPTIVE
25,ALS,1,300_PLUS,10_49,mse,85,743,513,6510,1.7047818697599664,DESCRIPTIVE
25,ALS,1,300_PLUS,10_49,pa,69,743,513,6510,0.5699846938839271,DESCRIPTIVE
25,ALS,1,300_PLUS,50_PLUS,mse,107,2253,1638,45123,1.5986424888438135,DESCRIPTIVE
25,ALS,1,300_PLUS,50_PLUS,pa,92,2253,1638,45123,0.5768674398597117,DESCRIPTIVE
25,ALS,5,0,0,mse,0,0,0,0,,NO_DATA
25,ALS,5,0,0,pa,0,0,0,0,,NO_DATA
25,ALS,5,0,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,5,0,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,5,0,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,5,0,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,5,0,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,5,0,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,5,1_9,0,mse,0,0,0,0,,NO_DATA
25,ALS,5,1_9,0,pa,0,0,0,0,,NO_DATA
25,ALS,5,1_9,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,5,1_9,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,5,1_9,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,5,1_9,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,5,1_9,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,5,1_9,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,5,10_29,0,mse,0,0,0,0,,NO_DATA
25,ALS,5,10_29,0,pa,0,0,0,0,,NO_DATA
25,ALS,5,10_29,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,5,10_29,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,5,10_29,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,5,10_29,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,5,10_29,50_PLUS,mse,3,66,62,761,0.9968838682481999,DESCRIPTIVE_SMALL_N
25,ALS,5,10_29,50_PLUS,pa,3,66,62,761,0.5541988416988417,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,0,mse,9,30,25,77,0.7739909442816623,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,0,pa,5,30,25,77,0.5,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,1_9,mse,7,14,14,10,1.1934753473273803,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,1_9,pa,3,14,14,10,0.3,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,10_49,mse,12,35,33,98,1.4658069264423201,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,10_49,pa,6,35,33,98,0.6128726287262872,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,50_PLUS,mse,24,457,365,8907,0.8433500092925416,DESCRIPTIVE_SMALL_N
25,ALS,5,30_99,50_PLUS,pa,22,457,365,8907,0.636375638355042,DESCRIPTIVE_SMALL_N
25,ALS,5,100_299,0,mse,18,66,59,271,0.9445144123900963,DESCRIPTIVE_SMALL_N
25,ALS,5,100_299,0,pa,8,66,59,271,0.5,DESCRIPTIVE_SMALL_N
25,ALS,5,100_299,1_9,mse,15,71,67,275,1.7270996325939294,DESCRIPTIVE_SMALL_N
25,ALS,5,100_299,1_9,pa,7,71,67,275,0.5279572015881094,DESCRIPTIVE_SMALL_N
25,ALS,5,100_299,10_49,mse,20,92,75,299,0.9204755898902203,DESCRIPTIVE_SMALL_N
25,ALS,5,100_299,10_49,pa,15,92,75,299,0.6670040899795501,DESCRIPTIVE_SMALL_N
25,ALS,5,100_299,50_PLUS,mse,46,697,566,18807,0.9844263418528701,DESCRIPTIVE
25,ALS,5,100_299,50_PLUS,pa,39,697,566,18807,0.6160937819181398,DESCRIPTIVE
25,ALS,5,300_PLUS,0,mse,68,509,396,5206,0.7015889356567597,DESCRIPTIVE
25,ALS,5,300_PLUS,0,pa,48,509,396,5206,0.5,DESCRIPTIVE
25,ALS,5,300_PLUS,1_9,mse,66,655,547,13602,1.4622055374769036,DESCRIPTIVE
25,ALS,5,300_PLUS,1_9,pa,43,655,547,13602,0.5275115595147439,DESCRIPTIVE
25,ALS,5,300_PLUS,10_49,mse,85,743,513,6510,0.9620634549191045,DESCRIPTIVE
25,ALS,5,300_PLUS,10_49,pa,69,743,513,6510,0.6082165718287154,DESCRIPTIVE
25,ALS,5,300_PLUS,50_PLUS,mse,107,2253,1638,45123,0.7892794863116802,DESCRIPTIVE
25,ALS,5,300_PLUS,50_PLUS,pa,92,2253,1638,45123,0.5915605389869687,DESCRIPTIVE
25,ALS,10,0,0,mse,0,0,0,0,,NO_DATA
25,ALS,10,0,0,pa,0,0,0,0,,NO_DATA
25,ALS,10,0,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,10,0,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,10,0,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,10,0,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,10,0,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,10,0,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,10,1_9,0,mse,0,0,0,0,,NO_DATA
25,ALS,10,1_9,0,pa,0,0,0,0,,NO_DATA
25,ALS,10,1_9,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,10,1_9,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,10,1_9,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,10,1_9,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,10,1_9,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,10,1_9,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,10,10_29,0,mse,0,0,0,0,,NO_DATA
25,ALS,10,10_29,0,pa,0,0,0,0,,NO_DATA
25,ALS,10,10_29,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,10,10_29,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,10,10_29,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,10,10_29,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,10,10_29,50_PLUS,mse,3,66,62,761,0.9907939866716319,DESCRIPTIVE_SMALL_N
25,ALS,10,10_29,50_PLUS,pa,3,66,62,761,0.6833655083655082,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,0,mse,9,30,25,77,0.7864367814627032,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,0,pa,5,30,25,77,0.5,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,1_9,mse,7,14,14,10,1.1295066410144352,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,1_9,pa,3,14,14,10,0.19999999999999998,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,10_49,mse,12,35,33,98,1.1936155422724974,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,10_49,pa,6,35,33,98,0.8502710027100271,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,50_PLUS,mse,24,457,365,8907,0.7605522482479676,DESCRIPTIVE_SMALL_N
25,ALS,10,30_99,50_PLUS,pa,22,457,365,8907,0.6334411955506754,DESCRIPTIVE_SMALL_N
25,ALS,10,100_299,0,mse,18,66,59,271,0.9658399013275581,DESCRIPTIVE_SMALL_N
25,ALS,10,100_299,0,pa,8,66,59,271,0.5,DESCRIPTIVE_SMALL_N
25,ALS,10,100_299,1_9,mse,15,71,67,275,1.349902732226575,DESCRIPTIVE_SMALL_N
25,ALS,10,100_299,1_9,pa,7,71,67,275,0.5078861123872377,DESCRIPTIVE_SMALL_N
25,ALS,10,100_299,10_49,mse,20,92,75,299,0.7574763827873323,DESCRIPTIVE_SMALL_N
25,ALS,10,100_299,10_49,pa,15,92,75,299,0.7050986991592819,DESCRIPTIVE_SMALL_N
25,ALS,10,100_299,50_PLUS,mse,46,697,566,18807,0.794727168697287,DESCRIPTIVE
25,ALS,10,100_299,50_PLUS,pa,39,697,566,18807,0.6143348341744453,DESCRIPTIVE
25,ALS,10,300_PLUS,0,mse,68,509,396,5206,0.6599644759769676,DESCRIPTIVE
25,ALS,10,300_PLUS,0,pa,48,509,396,5206,0.5,DESCRIPTIVE
25,ALS,10,300_PLUS,1_9,mse,66,655,547,13602,1.3300324526473855,DESCRIPTIVE
25,ALS,10,300_PLUS,1_9,pa,43,655,547,13602,0.5411030705164798,DESCRIPTIVE
25,ALS,10,300_PLUS,10_49,mse,85,743,513,6510,0.7677129956989198,DESCRIPTIVE
25,ALS,10,300_PLUS,10_49,pa,69,743,513,6510,0.5977555392043661,DESCRIPTIVE
25,ALS,10,300_PLUS,50_PLUS,mse,107,2253,1638,45123,0.5778396572812244,DESCRIPTIVE
25,ALS,10,300_PLUS,50_PLUS,pa,92,2253,1638,45123,0.6205763836236934,DESCRIPTIVE
25,ALS,30,0,0,mse,0,0,0,0,,NO_DATA
25,ALS,30,0,0,pa,0,0,0,0,,NO_DATA
25,ALS,30,0,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,30,0,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,30,0,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,30,0,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,30,0,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,30,0,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,30,1_9,0,mse,0,0,0,0,,NO_DATA
25,ALS,30,1_9,0,pa,0,0,0,0,,NO_DATA
25,ALS,30,1_9,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,30,1_9,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,30,1_9,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,30,1_9,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,30,1_9,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,30,1_9,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,30,10_29,0,mse,0,0,0,0,,NO_DATA
25,ALS,30,10_29,0,pa,0,0,0,0,,NO_DATA
25,ALS,30,10_29,1_9,mse,0,0,0,0,,NO_DATA
25,ALS,30,10_29,1_9,pa,0,0,0,0,,NO_DATA
25,ALS,30,10_29,10_49,mse,0,0,0,0,,NO_DATA
25,ALS,30,10_29,10_49,pa,0,0,0,0,,NO_DATA
25,ALS,30,10_29,50_PLUS,mse,0,0,0,0,,NO_DATA
25,ALS,30,10_29,50_PLUS,pa,0,0,0,0,,NO_DATA
25,ALS,30,30_99,0,mse,9,30,25,77,0.7464637808794493,DESCRIPTIVE_SMALL_N
25,ALS,30,30_99,0,pa,5,30,25,77,0.5,DESCRIPTIVE_SMALL_N
25,ALS,30,30_99,1_9,mse,7,14,14,10,0.898697293655084,DESCRIPTIVE_SMALL_N
25,ALS,30,30_99,1_9,pa,3,14,14,10,0.19999999999999998,DESCRIPTIVE_SMALL_N
25,ALS,30,30_99,10_49,mse,12,35,33,98,0.9166477670023171,DESCRIPTIVE_SMALL_N
25,ALS,30,30_99,10_49,pa,6,35,33,98,0.7769647696476963,DESCRIPTIVE_SMALL_N
25,ALS,30,30_99,50_PLUS,mse,24,457,365,8907,0.5621411669436296,DESCRIPTIVE_SMALL_N
25,ALS,30,30_99,50_PLUS,pa,22,457,365,8907,0.6514554653887927,DESCRIPTIVE_SMALL_N
25,ALS,30,100_299,0,mse,18,66,59,271,1.0013284437995453,DESCRIPTIVE_SMALL_N
25,ALS,30,100_299,0,pa,8,66,59,271,0.5,DESCRIPTIVE_SMALL_N
25,ALS,30,100_299,1_9,mse,15,71,67,275,1.267552837122263,DESCRIPTIVE_SMALL_N
25,ALS,30,100_299,1_9,pa,7,71,67,275,0.5093966548580202,DESCRIPTIVE_SMALL_N
25,ALS,30,100_299,10_49,mse,20,92,75,299,0.7822024272076479,DESCRIPTIVE_SMALL_N
25,ALS,30,100_299,10_49,pa,15,92,75,299,0.6825292547148375,DESCRIPTIVE_SMALL_N
25,ALS,30,100_299,50_PLUS,mse,46,697,566,18807,0.6647677812286479,DESCRIPTIVE
25,ALS,30,100_299,50_PLUS,pa,39,697,566,18807,0.6259907938878069,DESCRIPTIVE
25,ALS,30,300_PLUS,0,mse,68,509,396,5206,0.6638998862786895,DESCRIPTIVE
25,ALS,30,300_PLUS,0,pa,48,509,396,5206,0.5,DESCRIPTIVE
25,ALS,30,300_PLUS,1_9,mse,66,655,547,13602,1.2716967759370141,DESCRIPTIVE
25,ALS,30,300_PLUS,1_9,pa,43,655,547,13602,0.5464748429066076,DESCRIPTIVE
25,ALS,30,300_PLUS,10_49,mse,85,743,513,6510,0.7119968765955992,DESCRIPTIVE
25,ALS,30,300_PLUS,10_49,pa,69,743,513,6510,0.6077505266658231,DESCRIPTIVE
25,ALS,30,300_PLUS,50_PLUS,mse,107,2253,1638,45123,0.5221498950403305,DESCRIPTIVE
25,ALS,30,300_PLUS,50_PLUS,pa,92,2253,1638,45123,0.6323458661290978,DESCRIPTIVE
25,FM,0,0,0,mse,38,207,173,2304,1.6962127506054843,DESCRIPTIVE
25,FM,0,0,0,pa,17,207,173,2304,0.669035872025558,DESCRIPTIVE_SMALL_N
25,FM,0,0,1_9,mse,34,487,446,35482,1.2605708709993813,DESCRIPTIVE
25,FM,0,0,1_9,pa,14,487,446,35482,0.5350946716609309,DESCRIPTIVE_SMALL_N
25,FM,0,0,10_49,mse,47,832,638,51867,1.095033521076495,DESCRIPTIVE
25,FM,0,0,10_49,pa,32,832,638,51867,0.5933287260280888,DESCRIPTIVE
25,FM,0,0,50_PLUS,mse,84,11603,3293,2564251,0.9978718403288352,DESCRIPTIVE
25,FM,0,0,50_PLUS,pa,84,11603,3293,2564251,0.5778254171773678,DESCRIPTIVE
25,FM,0,1_9,0,mse,0,0,0,0,,NO_DATA
25,FM,0,1_9,0,pa,0,0,0,0,,NO_DATA
25,FM,0,1_9,1_9,mse,0,0,0,0,,NO_DATA
25,FM,0,1_9,1_9,pa,0,0,0,0,,NO_DATA
25,FM,0,1_9,10_49,mse,0,0,0,0,,NO_DATA
25,FM,0,1_9,10_49,pa,0,0,0,0,,NO_DATA
25,FM,0,1_9,50_PLUS,mse,1,143,143,8012,0.9150318291606108,DESCRIPTIVE_SMALL_N
25,FM,0,1_9,50_PLUS,pa,1,143,143,8012,0.5645282076884673,DESCRIPTIVE_SMALL_N
25,FM,0,10_29,0,mse,0,0,0,0,,NO_DATA
25,FM,0,10_29,0,pa,0,0,0,0,,NO_DATA
25,FM,0,10_29,1_9,mse,0,0,0,0,,NO_DATA
25,FM,0,10_29,1_9,pa,0,0,0,0,,NO_DATA
25,FM,0,10_29,10_49,mse,0,0,0,0,,NO_DATA
25,FM,0,10_29,10_49,pa,0,0,0,0,,NO_DATA
25,FM,0,10_29,50_PLUS,mse,3,66,62,761,0.4962058103046747,DESCRIPTIVE_SMALL_N
25,FM,0,10_29,50_PLUS,pa,3,66,62,761,0.43058773058773053,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,0,mse,9,30,25,77,0.7949404333951615,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,0,pa,5,30,25,77,0.7318749999999999,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,1_9,mse,7,14,14,10,1.3323913271438024,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,1_9,pa,3,14,14,10,0.4666666666666666,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,10_49,mse,12,35,33,98,0.9647449518655881,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,10_49,pa,6,35,33,98,0.4703252032520326,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,50_PLUS,mse,24,457,365,8907,0.8360411316854629,DESCRIPTIVE_SMALL_N
25,FM,0,30_99,50_PLUS,pa,22,457,365,8907,0.5235110274750494,DESCRIPTIVE_SMALL_N
25,FM,0,100_299,0,mse,18,66,59,271,0.7269051813791298,DESCRIPTIVE_SMALL_N
25,FM,0,100_299,0,pa,8,66,59,271,0.6742149758454106,DESCRIPTIVE_SMALL_N
25,FM,0,100_299,1_9,mse,15,71,67,275,1.5063094549558604,DESCRIPTIVE_SMALL_N
25,FM,0,100_299,1_9,pa,7,71,67,275,0.4958497241693041,DESCRIPTIVE_SMALL_N
25,FM,0,100_299,10_49,mse,20,92,75,299,0.7801311839884721,DESCRIPTIVE_SMALL_N
25,FM,0,100_299,10_49,pa,15,92,75,299,0.5108605998636673,DESCRIPTIVE_SMALL_N
25,FM,0,100_299,50_PLUS,mse,46,697,566,18807,0.7314382042600382,DESCRIPTIVE
25,FM,0,100_299,50_PLUS,pa,39,697,566,18807,0.5823058577362658,DESCRIPTIVE
25,FM,0,300_PLUS,0,mse,68,509,396,5206,0.8873174853865672,DESCRIPTIVE
25,FM,0,300_PLUS,0,pa,48,509,396,5206,0.5540345646936253,DESCRIPTIVE
25,FM,0,300_PLUS,1_9,mse,66,655,547,13602,0.8805657748023504,DESCRIPTIVE
25,FM,0,300_PLUS,1_9,pa,43,655,547,13602,0.6015083412239355,DESCRIPTIVE
25,FM,0,300_PLUS,10_49,mse,85,743,513,6510,1.0129793960005191,DESCRIPTIVE
25,FM,0,300_PLUS,10_49,pa,69,743,513,6510,0.5610808196375522,DESCRIPTIVE
25,FM,0,300_PLUS,50_PLUS,mse,107,2253,1638,45123,0.8002313999761747,DESCRIPTIVE
25,FM,0,300_PLUS,50_PLUS,pa,92,2253,1638,45123,0.5781342327207011,DESCRIPTIVE
25,FM,1,0,0,mse,0,0,0,0,,NO_DATA
25,FM,1,0,0,pa,0,0,0,0,,NO_DATA
25,FM,1,0,1_9,mse,0,0,0,0,,NO_DATA
25,FM,1,0,1_9,pa,0,0,0,0,,NO_DATA
25,FM,1,0,10_49,mse,0,0,0,0,,NO_DATA
25,FM,1,0,10_49,pa,0,0,0,0,,NO_DATA
25,FM,1,0,50_PLUS,mse,0,0,0,0,,NO_DATA
25,FM,1,0,50_PLUS,pa,0,0,0,0,,NO_DATA
25,FM,1,1_9,0,mse,0,0,0,0,,NO_DATA
25,FM,1,1_9,0,pa,0,0,0,0,,NO_DATA
25,FM,1,1_9,1_9,mse,0,0,0,0,,NO_DATA
25,FM,1,1_9,1_9,pa,0,0,0,0,,NO_DATA
25,FM,1,1_9,10_49,mse,0,0,0,0,,NO_DATA
25,FM,1,1_9,10_49,pa,0,0,0,0,,NO_DATA
25,FM,1,1_9,50_PLUS,mse,1,143,143,8012,0.915679194854277,DESCRIPTIVE_SMALL_N
25,FM,1,1_9,50_PLUS,pa,1,143,143,8012,0.5817523714428358,DESCRIPTIVE_SMALL_N
25,FM,1,10_29,0,mse,0,0,0,0,,NO_DATA
25,FM,1,10_29,0,pa,0,0,0,0,,NO_DATA
25,FM,1,10_29,1_9,mse,0,0,0,0,,NO_DATA
25,FM,1,10_29,1_9,pa,0,0,0,0,,NO_DATA
25,FM,1,10_29,10_49,mse,0,0,0,0,,NO_DATA
25,FM,1,10_29,10_49,pa,0,0,0,0,,NO_DATA
25,FM,1,10_29,50_PLUS,mse,3,66,62,761,0.5352121784250509,DESCRIPTIVE_SMALL_N
25,FM,1,10_29,50_PLUS,pa,3,66,62,761,0.4378753753753754,DESCRIPTIVE_SMALL_N
25,FM,1,30_99,0,mse,9,30,25,77,0.6912416204275051,DESCRIPTIVE_SMALL_N
25,FM,1,30_99,0,pa,5,30,25,77,0.713125,DESCRIPTIVE_SMALL_N
