round,role,block,state,row_share,unique_movie_share
0,EVALUATION_TARGET,DIRECTOR,known_only,0.09802497821667151,0.0753995830437804
0,EVALUATION_TARGET,CAST,empty_feature_block,0.005663665408074354,0.01250868658790827
0,EVALUATION_TARGET,CAST,oov_only,0.6542622712750509,0.7621612230715775
0,EVALUATION_TARGET,CAST,known_and_oov,0.33971100784199826,0.22480889506601806
0,EVALUATION_TARGET,CAST,known_only,0.00036305547487656113,0.0005211952744961779
0,EVALUATION_TARGET,COMPANY_COLLECTION,empty_feature_block,0.011726691838512925,0.024496177901320363
0,EVALUATION_TARGET,COMPANY_COLLECTION,oov_only,0.5010891664246296,0.5990271021542738
0,EVALUATION_TARGET,COMPANY_COLLECTION,known_and_oov,0.4524397327911705,0.33165392633773455
0,EVALUATION_TARGET,COMPANY_COLLECTION,known_only,0.0347444089456869,0.044822793606671296
0,EVALUATION_INPUT30,GENRE,empty_feature_block,0.000196078431372549,0.0003465003465003465
0,EVALUATION_INPUT30,GENRE,oov_only,0.0,0.0
0,EVALUATION_INPUT30,GENRE,known_and_oov,0.0,0.0
0,EVALUATION_INPUT30,GENRE,known_only,0.9998039215686274,0.9996534996534997
0,EVALUATION_INPUT30,KEYWORD,empty_feature_block,0.016862745098039214,0.02875952875952876
0,EVALUATION_INPUT30,KEYWORD,oov_only,0.08784313725490196,0.11884961884961885
0,EVALUATION_INPUT30,KEYWORD,known_and_oov,0.8888235294117647,0.8416493416493417
0,EVALUATION_INPUT30,KEYWORD,known_only,0.006470588235294118,0.010741510741510741
0,EVALUATION_INPUT30,COUNTRY_LANGUAGE,empty_feature_block,0.0,0.0
0,EVALUATION_INPUT30,COUNTRY_LANGUAGE,oov_only,0.000392156862745098,0.000693000693000693
0,EVALUATION_INPUT30,COUNTRY_LANGUAGE,known_and_oov,0.016862745098039214,0.0246015246015246
0,EVALUATION_INPUT30,COUNTRY_LANGUAGE,known_only,0.9827450980392157,0.9747054747054748
0,EVALUATION_INPUT30,ERA_RUNTIME,empty_feature_block,0.0,0.0
0,EVALUATION_INPUT30,ERA_RUNTIME,oov_only,0.0,0.0
0,EVALUATION_INPUT30,ERA_RUNTIME,known_and_oov,0.000196078431372549,0.0003465003465003465
0,EVALUATION_INPUT30,ERA_RUNTIME,known_only,0.9998039215686274,0.9996534996534997
0,EVALUATION_INPUT30,DIRECTOR,empty_feature_block,0.000196078431372549,0.0003465003465003465
0,EVALUATION_INPUT30,DIRECTOR,oov_only,0.8611764705882353,0.8714483714483714
0,EVALUATION_INPUT30,DIRECTOR,known_and_oov,0.000392156862745098,0.000693000693000693
0,EVALUATION_INPUT30,DIRECTOR,known_only,0.13823529411764707,0.1275121275121275
0,EVALUATION_INPUT30,CAST,empty_feature_block,0.0029411764705882353,0.004851004851004851
0,EVALUATION_INPUT30,CAST,oov_only,0.5486274509803921,0.6146916146916147
0,EVALUATION_INPUT30,CAST,known_and_oov,0.4476470588235294,0.37907137907137906
0,EVALUATION_INPUT30,CAST,known_only,0.000784313725490196,0.001386001386001386
0,EVALUATION_INPUT30,COMPANY_COLLECTION,empty_feature_block,0.007058823529411765,0.012127512127512128
0,EVALUATION_INPUT30,COMPANY_COLLECTION,oov_only,0.3988235294117647,0.4376299376299376
0,EVALUATION_INPUT30,COMPANY_COLLECTION,known_and_oov,0.5535294117647059,0.5048510048510049
0,EVALUATION_INPUT30,COMPANY_COLLECTION,known_only,0.04058823529411765,0.04539154539154539
1,TRAIN_R,GENRE,empty_feature_block,0.0,0.0
1,TRAIN_R,GENRE,oov_only,0.0,0.0
1,TRAIN_R,GENRE,known_and_oov,0.0,0.0
1,TRAIN_R,GENRE,known_only,1.0,1.0
1,TRAIN_R,KEYWORD,empty_feature_block,0.0032078238554268832,0.04065364687126345
1,TRAIN_R,KEYWORD,oov_only,0.07458325246382437,0.15437757406669322
1,TRAIN_R,KEYWORD,known_and_oov,0.9210767505553039,0.7883618971701873
1,TRAIN_R,KEYWORD,known_only,0.0011321731254447824,0.016606881891855985
1,TRAIN_R,COUNTRY_LANGUAGE,empty_feature_block,0.0,0.0
1,TRAIN_R,COUNTRY_LANGUAGE,oov_only,2.1565202389424424e-05,0.0005314202205393915
1,TRAIN_R,COUNTRY_LANGUAGE,known_and_oov,0.005504517909900584,0.01992825827022718
1,TRAIN_R,COUNTRY_LANGUAGE,known_only,0.99447391688771,0.9795403215092334
1,TRAIN_R,ERA_RUNTIME,empty_feature_block,0.0,0.0
1,TRAIN_R,ERA_RUNTIME,oov_only,0.0,0.0
1,TRAIN_R,ERA_RUNTIME,known_and_oov,0.0,0.0
1,TRAIN_R,ERA_RUNTIME,known_only,1.0,1.0
1,TRAIN_R,DIRECTOR,empty_feature_block,2.1565202389424424e-05,0.00039856516540454366
1,TRAIN_R,DIRECTOR,oov_only,0.7434118306700308,0.882024711040255
1,TRAIN_R,DIRECTOR,known_and_oov,0.0010297384140950162,0.0018599707718878703
1,TRAIN_R,DIRECTOR,known_only,0.2555368657134847,0.1157167530224525
1,TRAIN_R,CAST,empty_feature_block,0.00020486942269953203,0.0026571011026969575
1,TRAIN_R,CAST,oov_only,0.3970854628970693,0.6701208981001727
1,TRAIN_R,CAST,known_and_oov,0.6025155808587264,0.3261591603560515
1,TRAIN_R,CAST,known_only,0.00019408682150481982,0.001062840441078783
1,TRAIN_R,COMPANY_COLLECTION,empty_feature_block,0.0010081732117055919,0.015809751561046897
1,TRAIN_R,COMPANY_COLLECTION,oov_only,0.24932069612473312,0.4348345954563571
1,TRAIN_R,COMPANY_COLLECTION,known_and_oov,0.6559056306743439,0.4649926929719676
1,TRAIN_R,COMPANY_COLLECTION,known_only,0.0937654999892174,0.0843629600106284
1,TRAIN_TARGET,GENRE,empty_feature_block,0.0,0.0
1,TRAIN_TARGET,GENRE,oov_only,0.0,0.0
1,TRAIN_TARGET,GENRE,known_and_oov,0.0,0.0
1,TRAIN_TARGET,GENRE,known_only,1.0,1.0
1,TRAIN_TARGET,KEYWORD,empty_feature_block,0.003958333333333334,0.03559820461228912
1,TRAIN_TARGET,KEYWORD,oov_only,0.07733333333333334,0.14548831450239902
1,TRAIN_TARGET,KEYWORD,known_and_oov,0.9174479166666667,0.8060671722643553
1,TRAIN_TARGET,KEYWORD,known_only,0.0012604166666666666,0.012846308620956507
1,TRAIN_TARGET,COUNTRY_LANGUAGE,empty_feature_block,0.0,0.0
1,TRAIN_TARGET,COUNTRY_LANGUAGE,oov_only,2.0833333333333333e-05,0.00030954960532425323
1,TRAIN_TARGET,COUNTRY_LANGUAGE,known_and_oov,0.005822916666666666,0.017180003095496055
1,TRAIN_TARGET,COUNTRY_LANGUAGE,known_only,0.99415625,0.9825104472991797
1,TRAIN_TARGET,ERA_RUNTIME,empty_feature_block,0.0,0.0
1,TRAIN_TARGET,ERA_RUNTIME,oov_only,0.0,0.0
1,TRAIN_TARGET,ERA_RUNTIME,known_and_oov,0.0,0.0
1,TRAIN_TARGET,ERA_RUNTIME,known_only,1.0,1.0
1,TRAIN_TARGET,DIRECTOR,empty_feature_block,2.0833333333333333e-05,0.00030954960532425323
1,TRAIN_TARGET,DIRECTOR,oov_only,0.7509791666666666,0.8732394366197183
1,TRAIN_TARGET,DIRECTOR,known_and_oov,0.0010520833333333333,0.0017025228292833928
1,TRAIN_TARGET,DIRECTOR,known_only,0.24794791666666666,0.12474849094567404
1,TRAIN_TARGET,CAST,empty_feature_block,0.00023958333333333332,0.0021668472372697724
1,TRAIN_TARGET,CAST,oov_only,0.40690625,0.6505184955889182
1,TRAIN_TARGET,CAST,known_and_oov,0.5925729166666667,0.3462312335551772
1,TRAIN_TARGET,CAST,known_only,0.00028125,0.0010834236186348862
1,TRAIN_TARGET,COMPANY_COLLECTION,empty_feature_block,0.0012291666666666666,0.013155858226280761
1,TRAIN_TARGET,COMPANY_COLLECTION,oov_only,0.2501770833333333,0.41232007429190526
1,TRAIN_TARGET,COMPANY_COLLECTION,known_and_oov,0.6562916666666667,0.48893360160965793
1,TRAIN_TARGET,COMPANY_COLLECTION,known_only,0.09230208333333334,0.08559046587215602
1,TRAIN_INPUT,GENRE,empty_feature_block,0.0,0.0
1,TRAIN_INPUT,GENRE,oov_only,0.0,0.0
1,TRAIN_INPUT,GENRE,known_and_oov,0.0,0.0
1,TRAIN_INPUT,GENRE,known_only,1.0,1.0
1,TRAIN_INPUT,KEYWORD,empty_feature_block,0.0024026641634258637,0.02463321861981525
1,TRAIN_INPUT,KEYWORD,oov_only,0.07163291761655714,0.13838072812896215
1,TRAIN_INPUT,KEYWORD,known_and_oov,0.9249698270081802,0.8253939503713096
1,TRAIN_INPUT,KEYWORD,known_only,0.000994591211836753,0.011592102879913059
1,TRAIN_INPUT,COUNTRY_LANGUAGE,empty_feature_block,0.0,0.0
1,TRAIN_INPUT,COUNTRY_LANGUAGE,oov_only,2.2350364310938267e-05,0.0003622532149972831
