role,k,activity,item_support,method,users,mse,mse_users,mse_low,mse_high,mae,mae_users,mae_low,mae_high,pair_accuracy,pair_accuracy_users,pair_accuracy_low,pair_accuracy_high,direct_rate,direct_rate_users,direct_rate_low,direct_rate_high,movies,rating_pairs,round_rating_instances,status,mse_status,mae_status,pair_accuracy_status,direct_rate_status
validation,5,100_299,50_PLUS,ALS_FM,71,0.8976279831874291,71,0.6999765113431436,1.1391924693862399,0.7348185912353669,71,0.659190178210003,0.8132745531279176,0.5543304209010961,62,0.4998205548397854,0.6082017027603213,0.9906103286384976,71,0.971830985915493,1.0,669,2355,6662,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,100_299,50_PLUS,RIDGE,71,1.0072717955064165,71,0.7880699348345537,1.2651864540708446,0.7819448844520442,71,0.6917430031157055,0.8752586540979829,0.531043493242346,62,0.48072984538497826,0.5823893291368579,0.9906103286384976,71,0.9718309859154928,1.0,669,2355,6662,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,100_299,50_PLUS,GBT,71,0.9253794408517524,71,0.7198072548569302,1.1572828771778951,0.729599476042973,71,0.6484863681988727,0.8180278112278574,0.5459545620108489,62,0.504858547335813,0.5900404363530874,0.9906103286384976,71,0.971830985915493,1.0,669,2355,6662,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,ALL,ALS,160,1.2480021474290903,160,1.110886221777403,1.3713935197727969,0.8661910713497522,160,0.8159106204101128,0.9152069244137292,0.5414771463470762,160,0.5276270348705915,0.555448173482776,0.4772024860220199,160,0.4477236021957594,0.5064259734098647,21309,37856,113568,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,ALL,FM,160,0.9477959081890963,160,0.8525582033590838,1.0453120941305885,0.7515235604111747,160,0.7133993572854151,0.7907914731244962,0.566683041534665,160,0.5513328130516021,0.5825618459847333,0.4772024860220199,160,0.4488660994187229,0.508084806824784,21309,37856,113568,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,ALL,ALS_FM,160,0.9414423545145055,160,0.8509853453418503,1.0418695046378403,0.7577840636197534,160,0.7186970957481629,0.7974229690269671,0.5767103550571275,160,0.559617005885493,0.592534133272284,0.4772024860220199,160,0.4477281757609279,0.5062733736588428,21309,37856,113568,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,ALL,RIDGE,160,0.9297161414707766,160,0.8352528909016003,1.0325404868696004,0.7404306575241962,160,0.7010529278359489,0.7804457404204396,0.5719188144263834,160,0.5554488654858655,0.5882919000001042,0.4772024860220199,160,0.4462701573887401,0.506272455970316,21309,37856,113568,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,ALL,GBT,160,0.8924417268952002,160,0.80259380081074,0.9957926705378005,0.7171502491889703,160,0.6793614756217259,0.7542877556115497,0.5699087244160236,160,0.5568913287009322,0.5829824017757693,0.4772024860220199,160,0.4472737101978212,0.5063320889557148,21309,37856,113568,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,0,ALS,159,0.8515033094729532,159,0.7585442091936974,0.9552912118458525,0.7066394297247179,159,0.6657287451956996,0.7507113475655938,0.5,154,0.5,0.5,0.0,159,0.0,0.0,17661,27208,77274,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,0,FM,159,0.9628135249216708,159,0.8643021482034684,1.0651644866414656,0.7680307189474309,159,0.7268896873709842,0.8122141251263748,0.5619411371733702,154,0.5393592820055185,0.5834172116186371,0.0,159,0.0,0.0,17661,27208,77274,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,0,ALS_FM,159,0.9628135249216708,159,0.8669075732816306,1.064014356847761,0.7680307189474309,159,0.7249941276028692,0.8118081813935466,0.5619411371733702,154,0.5393732564222594,0.5835268661856634,0.0,159,0.0,0.0,17661,27208,77274,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,0,RIDGE,159,0.9095818040250082,159,0.8115235689050068,1.010641524666311,0.7324453912905464,159,0.6928880843741215,0.776362653532976,0.5728562940367631,154,0.5498030798867756,0.5947746109598192,0.0,159,0.0,0.0,17661,27208,77274,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,0,GBT,159,0.8776283718981693,159,0.7839999062032734,0.9790254160694327,0.7128154978637117,159,0.6727114039364995,0.7546448363867383,0.5539271425487108,154,0.5351209779627505,0.5706972622900254,0.0,159,0.0,0.0,17661,27208,77274,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,1_9,ALS,151,1.87887217113304,151,1.6415474380406065,2.13131275970201,1.100614852655706,151,1.0289376008237459,1.1801447820905024,0.5761075889114875,135,0.5470920075972215,0.6051446685851688,0.991169977924945,151,0.9757174392935981,1.0,3859,7209,15149,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,1_9,FM,151,0.8987230586877782,151,0.8025290638594796,1.0130759509963994,0.7366789348087116,151,0.6899083043946257,0.7830144572563689,0.5800571865894285,135,0.5505348859501284,0.6079048140525691,0.991169977924945,151,0.9735099337748344,1.0,3859,7209,15149,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,1_9,ALS_FM,151,0.868436894689241,151,0.7720202510541986,0.974857514560482,0.7383195297485433,151,0.6878304387510179,0.7873864886768347,0.6035957609682717,135,0.5769490769961191,0.6319882195941848,0.991169977924945,151,0.9757174392935981,1.0,3859,7209,15149,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,1_9,RIDGE,151,0.9318985706097616,151,0.8178874054303331,1.0488289459472222,0.7512018683247682,151,0.6998948068347132,0.8011147135571967,0.5881649411169916,135,0.5570305858990819,0.6177444156625246,0.991169977924945,151,0.9757174392935981,1.0,3859,7209,15149,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,1_9,GBT,151,0.8564526780110386,151,0.7554225708039215,0.9602977726438072,0.7130472246066842,151,0.6659570684909863,0.7622905966888269,0.5709672007115466,135,0.5422568784452075,0.5985292504703489,0.991169977924945,151,0.975662251655629,1.0,3859,7209,15149,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,10_49,ALS,152,1.5411170275337283,152,1.2996384419720843,1.823096071978052,0.9838514910822791,152,0.9042795685611776,1.0721495906911664,0.6080772393007968,142,0.580370482911215,0.6354358008160339,0.9912280701754387,152,0.9736842105263158,1.0,1465,4413,10632,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,10_49,FM,152,0.945808946088471,152,0.7616208852777867,1.1485561960310295,0.7211977862908545,152,0.6572151729724128,0.7887261667324162,0.584606318123888,142,0.5504902715626914,0.6170305198714979,0.9912280701754387,152,0.975877192982456,1.0,1465,4413,10632,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,10_49,ALS_FM,152,0.9083148941674906,152,0.7525224976307937,1.087534417549926,0.7254588252309626,152,0.6634467437585608,0.7906352133339535,0.6070941378892483,142,0.5734149022609611,0.6403487779267826,0.9912280701754387,152,0.975877192982456,1.0,1465,4413,10632,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,10_49,RIDGE,152,0.9964475104306805,152,0.810583106019681,1.2023858011129944,0.7432022252120243,152,0.6796746690431769,0.8166439123587843,0.601212308905476,142,0.5666702101788031,0.6350740687892198,0.9912280701754387,152,0.9736842105263158,1.0,1465,4413,10632,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,10_49,GBT,152,0.9392322754021899,152,0.756822555746858,1.141226689270269,0.7106691350406517,152,0.6457513893927316,0.7823487597548754,0.5680041329344164,142,0.537061116964001,0.5980331650990386,0.9912280701754387,152,0.9736842105263158,1.0,1465,4413,10632,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,50_PLUS,ALS,150,1.4924322466854694,150,1.2764395572884346,1.7344387683073195,0.9710776534952982,150,0.8983646992613076,1.0542664900698224,0.5919725836186169,136,0.5675730723768347,0.6178717327390685,0.9911111111111113,150,0.9755555555555554,1.0,848,3769,10513,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,50_PLUS,FM,150,0.7997291053474109,150,0.6954752864985532,0.9225212764752718,0.6754829030802603,150,0.6255758942403602,0.7290651929090471,0.5909122829892373,136,0.5580014044895405,0.6215297890433679,0.9911111111111113,150,0.9755555555555554,1.0,848,3769,10513,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,50_PLUS,ALS_FM,150,0.8064037834937969,150,0.7007658846611581,0.9203792220234591,0.6916554143528185,150,0.6413015396927744,0.7476089967273823,0.6156409609306005,136,0.5841613063828363,0.6470102559428726,0.9911111111111113,150,0.9733333333333334,1.0,848,3769,10513,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,50_PLUS,RIDGE,150,0.8028145605420776,150,0.6839305090396767,0.9203403494053986,0.6922218390773408,150,0.6457798285904065,0.7425539004353345,0.5979504952798194,136,0.5650672025267794,0.6332254414755868,0.9911111111111113,150,0.9733333333333334,1.0,848,3769,10513,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,5,300_PLUS,50_PLUS,GBT,150,0.7853510563708699,150,0.6721687691127958,0.9165380462914027,0.6655923914109533,150,0.6133435998000022,0.7180733993904996,0.5871283910837114,136,0.5570269390046428,0.6176887493468497,0.9911111111111113,150,0.9755555555555554,1.0,848,3769,10513,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,10,0,ALL,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,ALL,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,ALL,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,ALL,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,ALL,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,0,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,0,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,0,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,0,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,0,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,1_9,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,1_9,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,1_9,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,1_9,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,1_9,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,10_49,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,10_49,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,10_49,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,10_49,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,10_49,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,50_PLUS,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,50_PLUS,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,50_PLUS,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,50_PLUS,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,0,50_PLUS,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,ALL,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,ALL,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,ALL,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,ALL,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,ALL,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,0,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,0,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,0,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,0,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,0,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,1_9,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,1_9,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,1_9,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,1_9,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,1_9,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,10_49,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,10_49,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,10_49,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,10_49,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,10_49,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,50_PLUS,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,50_PLUS,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,50_PLUS,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,50_PLUS,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,1_9,50_PLUS,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,ALL,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,ALL,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,ALL,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,ALL,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,ALL,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,0,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,0,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,0,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,0,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,0,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,1_9,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,1_9,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,1_9,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,1_9,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,1_9,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,10_49,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,10_49,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,10_49,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,10_49,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,10_49,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,50_PLUS,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,50_PLUS,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,50_PLUS,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,50_PLUS,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,10_29,50_PLUS,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
validation,10,30_99,ALL,ALS,62,1.0347780740664647,62,0.8554039637501599,1.228431306755835,0.7934563818480257,62,0.724386939056627,0.8680479641695775,0.5602171197414731,59,0.5272451489701451,0.5917263458004224,0.6717261545852157,62,0.6200337557380275,0.7196858015246734,2138,4299,12897,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,10,30_99,ALL,FM,62,0.9526486282689912,62,0.8070085574286354,1.1069707558307327,0.7699089169838101,62,0.7081545974198609,0.8355916591445568,0.5902858732908788,59,0.5549007925467183,0.6244745031615024,0.6717261545852157,62,0.6234440835642614,0.7184376109441326,2138,4299,12897,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,10,30_99,ALL,ALS_FM,62,0.915268535782592,62,0.7785438150187681,1.0664301803599812,0.757184808279899,62,0.6913408155277583,0.8295531445187696,0.6098174461271738,59,0.5767437809755075,0.6439466187296786,0.6717261545852157,62,0.6227393118006996,0.7203808737924716,2138,4299,12897,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,10,30_99,ALL,RIDGE,62,1.0459125655307362,62,0.881422510297742,1.2355054709196538,0.8247178522874385,62,0.7611843781547617,0.894755829726394,0.5707190825016029,59,0.5345019903513221,0.6098512317035415,0.6717261545852157,62,0.6205315529869969,0.7202695479055491,2138,4299,12897,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,10,30_99,ALL,GBT,62,0.9236773608936917,62,0.7613567184363905,1.1153444539220922,0.7391071912846022,62,0.6761745638512644,0.8104309239845995,0.5519284643931751,59,0.5207959245204552,0.5836009350614325,0.6717261545852157,62,0.6214331232868737,0.718473897159197,2138,4299,12897,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,10,30_99,0,ALS,57,0.9181331293920342,57,0.7088320061346441,1.1519196208525615,0.7346854683863503,57,0.6467943765898173,0.833604981576563,0.5,51,0.5,0.5,0.0,57,0.0,0.0,833,1391,3932,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
validation,10,30_99,0,FM,57,1.0179042585123244,57,0.8528539698948024,1.174832732733828,0.8090594882211125,57,0.7280561187675587,0.8868487845013305,0.5555826086713067,51,0.49885722667204757,0.609834023938769,0.0,57,0.0,0.0,833,1391,3932,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
