role,k,activity,item_support,method,users,mse,mse_users,mse_low,mse_high,mae,mae_users,mae_low,mae_high,pair_accuracy,pair_accuracy_users,pair_accuracy_low,pair_accuracy_high,direct_rate,direct_rate_users,direct_rate_low,direct_rate_high,movies,rating_pairs,round_rating_instances,status,mse_status,mae_status,pair_accuracy_status,direct_rate_status
evaluation,0,0,ALL,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,ALL,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,ALL,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,ALL,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,0,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,0,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,0,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,0,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,0,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,1_9,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,1_9,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,1_9,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,1_9,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,1_9,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,10_49,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,10_49,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,10_49,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,10_49,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,10_49,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,50_PLUS,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,50_PLUS,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,50_PLUS,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,50_PLUS,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,0,50_PLUS,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,ALL,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,ALL,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,ALL,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,ALL,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,ALL,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,0,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,0,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,0,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,0,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,0,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,1_9,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,1_9,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,1_9,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,1_9,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,1_9,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,10_49,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,10_49,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,10_49,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,10_49,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,10_49,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,50_PLUS,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,50_PLUS,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,50_PLUS,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,50_PLUS,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,1_9,50_PLUS,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,ALL,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,ALL,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,ALL,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,ALL,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,ALL,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,0,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,0,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,0,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,0,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,0,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,1_9,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,1_9,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,1_9,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,1_9,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,1_9,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,10_49,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,10_49,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,10_49,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,10_49,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,10_49,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,50_PLUS,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,50_PLUS,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,50_PLUS,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,50_PLUS,RIDGE,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,10_29,50_PLUS,GBT,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,0,30_99,ALL,ALS,24,0.815816112712123,24,,,0.727713504432781,24,,,0.5,24,,,0.0,24,,,1699,2786,3824,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,ALL,FM,24,0.7983995995242478,24,,,0.7137764118896079,24,,,0.6177969428611408,24,,,0.0,24,,,1699,2786,3824,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,ALL,ALS_FM,24,0.7983995995242478,24,,,0.7137764118896079,24,,,0.6177969428611408,24,,,0.0,24,,,1699,2786,3824,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,ALL,RIDGE,24,0.8225890947665847,24,,,0.7347301496348325,24,,,0.6337244466533348,24,,,0.0,24,,,1699,2786,3824,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,ALL,GBT,24,0.754579405167516,24,,,0.6943245453841417,24,,,0.6185365606390713,24,,,0.0,24,,,1699,2786,3824,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,0,ALS,24,0.8702655407099581,24,,,0.7506219445576846,24,,,0.5,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,0,FM,24,0.912988855547765,24,,,0.7766213029737045,24,,,0.498395870405082,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,0,ALS_FM,24,0.912988855547765,24,,,0.7766213029737045,24,,,0.498395870405082,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,0,RIDGE,24,0.8782585674981466,24,,,0.7598888277855539,24,,,0.5298144153453748,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,0,GBT,24,0.8210680597571519,24,,,0.7229797782112838,24,,,0.484934940757038,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,1_9,ALS,18,1.1229764038116747,18,,,0.8347056238293076,18,,,0.5,17,,,0.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,1_9,FM,18,1.0565038398022126,18,,,0.8215145030556252,18,,,0.5347333809254488,17,,,0.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,1_9,ALS_FM,18,1.0565038398022126,18,,,0.8215145030556252,18,,,0.5347333809254488,17,,,0.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,1_9,RIDGE,18,1.107010353206787,18,,,0.8297333801892605,18,,,0.5852488101887808,17,,,0.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,1_9,GBT,18,1.064770812919878,18,,,0.8160657996734074,18,,,0.5420027757227185,17,,,0.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,10_49,ALS,20,0.7493611074330306,20,,,0.7070997461955786,20,,,0.5,18,,,0.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,10_49,FM,20,0.7478265467255011,20,,,0.6997983249065972,20,,,0.6579633924301261,18,,,0.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,10_49,ALS_FM,20,0.7478265467255011,20,,,0.6997983249065972,20,,,0.6579633924301261,18,,,0.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,10_49,RIDGE,20,0.7511861296179079,20,,,0.7132194321102749,20,,,0.6647388933012365,18,,,0.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,10_49,GBT,20,0.6909980784898877,20,,,0.6691325500111567,20,,,0.6259790192482255,18,,,0.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,50_PLUS,ALS,24,0.7797969620176127,24,,,0.7157375132698339,24,,,0.5,24,,,0.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,50_PLUS,FM,24,0.7288468318457103,24,,,0.6739342201886925,24,,,0.6699268026551444,24,,,0.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,50_PLUS,ALS_FM,24,0.7288468318457103,24,,,0.6739342201886925,24,,,0.6699268026551444,24,,,0.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,50_PLUS,RIDGE,24,0.7936019420723524,24,,,0.7240730534407106,24,,,0.6449017641386304,24,,,0.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,30_99,50_PLUS,GBT,24,0.7344060031431189,24,,,0.6843591717314527,24,,,0.6344727796992234,24,,,0.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,0,100_299,ALL,ALS,89,1.2170179387269664,89,0.9816566030313753,1.5081011215273699,0.8441395958539718,89,0.7623054322916266,0.9366370337664567,0.5,85,0.5,0.5,0.0,89,0.0,0.0,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,ALL,FM,89,1.2807750635718524,89,1.076120389870439,1.5205581159131143,0.8850460020008738,89,0.8073579693773582,0.9699530835821709,0.5321810190969195,85,0.5025679407878315,0.5590643044075209,0.0,89,0.0,0.0,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,ALL,ALS_FM,89,1.2807750635718524,89,1.083438956554263,1.5127310916185852,0.8850460020008738,89,0.8113569958387771,0.9639856373509106,0.5321810190969195,85,0.5031177996988143,0.5598681079771722,0.0,89,0.0,0.0,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,ALL,RIDGE,89,1.2084639658751055,89,0.9695929372233844,1.4694678032853763,0.846095278904259,89,0.7638532114649758,0.9346183775320358,0.5510503974246765,85,0.5209541086582635,0.5792243778813574,0.0,89,0.0,0.0,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,ALL,GBT,89,1.1993054124059754,89,0.9575301312732032,1.4919984685511467,0.8316576473594061,89,0.7502578927170764,0.9197415424145337,0.5462936275645719,85,0.5204278067574667,0.5703807550719808,0.0,89,0.0,0.0,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,0,ALS,86,1.1424420940630917,86,0.9032361241873831,1.4240994129453537,0.8180418407638463,86,0.7326470650731394,0.9157308787950105,0.5,78,0.5,0.5,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,0,FM,86,1.281704535908202,86,1.0734873546347428,1.5162599712595306,0.9015392183793207,86,0.8296372245236378,0.9848361794578705,0.5742270144424609,78,0.5343290100475044,0.6148748424752833,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,0,ALS_FM,86,1.281704535908202,86,1.0654519169389045,1.5101826103126241,0.9015392183793207,86,0.8261491657865262,0.9878495171332994,0.5742270144424609,78,0.5336631994935453,0.6148720294183136,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,0,RIDGE,86,1.1385090911306848,86,0.9010474805961648,1.400417516799969,0.8198716610864586,86,0.7352332297224131,0.9086608280072495,0.5463159980677852,78,0.49901476389662014,0.5906914628044106,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,0,GBT,86,1.1338674961349096,86,0.892973669698097,1.4017094653566466,0.8122182790502565,86,0.7309210591946347,0.9044583880526439,0.5302802837365385,78,0.48658040729966856,0.5704594190011983,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,1_9,ALS,78,1.0827096480122902,78,0.7956731352464642,1.425169668263331,0.7779628551398626,78,0.6798085421852719,0.8949067078265257,0.5,61,0.5,0.5,0.0,78,0.0,0.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,1_9,FM,78,1.21055501521899,78,0.9788617330047451,1.4582168792063959,0.844099735082084,78,0.7443605414894485,0.948972763593659,0.524612325826228,61,0.4620474968074012,0.5861924962078523,0.0,78,0.0,0.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,1_9,ALS_FM,78,1.21055501521899,78,0.9785522967228916,1.4650244927709684,0.844099735082084,78,0.742891002795106,0.9498914892897111,0.524612325826228,61,0.46328143159952107,0.5819830060369238,0.0,78,0.0,0.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,1_9,RIDGE,78,1.0843590811301156,78,0.7932136361349722,1.4221815245440765,0.7804725897547655,78,0.6810519040255723,0.8925288834749111,0.536231360274546,61,0.474781465416015,0.5940427406492362,0.0,78,0.0,0.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,1_9,GBT,78,1.0878164512143884,78,0.8100585717144722,1.4153005036469275,0.775671244200779,78,0.6714087297960092,0.8912309464519154,0.5460361070933852,61,0.48098979968420635,0.6063868313657691,0.0,78,0.0,0.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,10_49,ALS,78,1.317674163561121,78,0.9754428793784408,1.7004635969687953,0.8819947589890026,78,0.7739635917032746,1.0011500721127289,0.5,66,0.5,0.5,0.0,78,0.0,0.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,10_49,FM,78,1.3307671276229742,78,1.0257155263279605,1.678150967340208,0.8930448007361783,78,0.7871673857767681,1.0150414920026838,0.5716887021970758,66,0.5155645475860974,0.6226351965815192,0.0,78,0.0,0.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,10_49,ALS_FM,78,1.3307671276229742,78,1.0225435902898101,1.70822690850079,0.8930448007361783,78,0.7827383160607058,1.0095697842702875,0.5716887021970758,66,0.5172429945762094,0.6274500496077142,0.0,78,0.0,0.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,10_49,RIDGE,78,1.2996568732634568,78,0.9847055743863254,1.675366957320859,0.881414753735279,78,0.7727332962032522,1.0010513402448278,0.5911021285429501,66,0.5346125919166625,0.6438630974905809,0.0,78,0.0,0.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,10_49,GBT,78,1.2737724020331775,78,0.9467621323296614,1.6656392349310842,0.8603903566139274,78,0.7457978038267628,0.977806018597056,0.5829116276624166,66,0.5297171700928559,0.6350249990261663,0.0,78,0.0,0.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,0,100_299,50_PLUS,ALS,84,1.1333018450363537,84,0.8987959477053895,1.3869456558597415,0.8180680695070864,84,0.7254757117447473,0.914823920390294,0.5,73,0.5,0.5,0.0,84,0.0,0.0,712,2786,4353,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
