k,group,method,users,mse,mae,pair_accuracy,pair_users,unique_movies,unique_rating_pairs,round_rating_instances
0,BEFORE_2000,FM,264,0.9232429641463393,0.748814891334361,0.5852885279498675,228,5187,12242,20977
0,BEFORE_2000,GBT,264,0.863043460005882,0.7093663009948186,0.5868033982140299,228,5187,12242,20977
0,BEFORE_2000,RIDGE,264,0.899992675974821,0.7416790325663895,0.5889165746639466,228,5187,12242,20977
0,ITEM_SUPPORTED,ALS,297,0.9948905000315068,0.7679791630177761,0.5,280,5326,23249,36694
0,ITEM_SUPPORTED,ALS_FM,297,0.9820530188205929,0.7604572634221499,0.5894762859925332,280,5326,23249,36694
0,ITEM_SUPPORTED,FM,297,0.9820530188205929,0.7604572634221499,0.5894762859925332,280,5326,23249,36694
0,ITEM_SUPPORTED,GBT,297,0.9582084008506725,0.7435974153011796,0.5883579649782381,280,5326,23249,36694
0,ITEM_SUPPORTED,RIDGE,297,0.9801182805972276,0.7640710960211544,0.5932750525099799,280,5326,23249,36694
0,NO_PRE_OBSERVATIONS,ALS,244,1.0275956887592812,0.7833103703453568,0.5,211,3083,9661,17007
0,NO_PRE_OBSERVATIONS,ALS_FM,244,1.078255974760669,0.8280586449743756,0.5898250092258593,211,3083,9661,17007
0,NO_PRE_OBSERVATIONS,FM,244,1.078255974760669,0.8280586449743756,0.5898250092258593,211,3083,9661,17007
0,NO_PRE_OBSERVATIONS,GBT,244,0.9990110775196148,0.7621693333487425,0.550410003337757,211,3083,9661,17007
0,NO_PRE_OBSERVATIONS,RIDGE,244,1.006548402878978,0.7763029056704329,0.5735487262411434,211,3083,9661,17007
0,OTHER_UNSUPPORTED,ALS,275,1.0536024886469362,0.8023888606625228,0.5,238,7539,17115,28798
0,OTHER_UNSUPPORTED,ALS_FM,275,1.1270975408599972,0.8472768194760708,0.5683876359240568,238,7539,17115,28798
0,OTHER_UNSUPPORTED,FM,275,1.1270975408599972,0.8472768194760708,0.5683876359240568,238,7539,17115,28798
0,OTHER_UNSUPPORTED,GBT,275,1.0388403292403268,0.7889506211294378,0.5497968705188364,238,7539,17115,28798
0,OTHER_UNSUPPORTED,RIDGE,275,1.0400870048020117,0.7981119318579729,0.5684860971806412,238,7539,17115,28798
0,SAMPLE_UNSUPPORTED,ALS,252,1.092215164217563,0.8072509797122852,0.5,198,4456,7454,11791
0,SAMPLE_UNSUPPORTED,ALS_FM,252,1.1828074886205941,0.8548535921562419,0.5536194636098539,198,4456,7454,11791
0,SAMPLE_UNSUPPORTED,FM,252,1.1828074886205941,0.8548535921562419,0.5536194636098539,198,4456,7454,11791
0,SAMPLE_UNSUPPORTED,GBT,252,1.0885347257846487,0.8011547684566666,0.5242334644105973,198,4456,7454,11791
