k,group,method,users,mse,mae,pair_accuracy,pair_users,unique_movies,unique_rating_pairs,round_rating_instances
10,2000_2009,GBT,277,0.9599825326186264,0.7367418857000059,0.5872560067702306,242,2615,9165,15235
10,2000_2009,RIDGE,277,1.0835217815285056,0.7983475256771381,0.5880635791635985,242,2615,9165,15235
10,2010_2018,ALS,291,1.146188426561574,0.815198619592521,0.5185181784875242,267,4291,16239,27261
10,2010_2018,ALS_FM,291,0.9447703034949907,0.7421320483772996,0.5634890131458058,267,4291,16239,27261
10,2010_2018,FM,291,0.9708539575994247,0.7457193885622777,0.569910366715232,267,4291,16239,27261
10,2010_2018,GBT,291,0.9582310514368435,0.7289118761130525,0.5510278049474732,267,4291,16239,27261
10,2010_2018,RIDGE,291,1.0389510569904485,0.7711697789675444,0.5688271091360756,267,4291,16239,27261
10,2019_PLUS,ALS,247,0.8767670740195355,0.7123701581025946,0.49976662989403703,211,2440,10680,18622
10,2019_PLUS,ALS_FM,247,0.9360112096085402,0.7706301952251464,0.5807381135962981,211,2440,10680,18622
10,2019_PLUS,FM,247,0.9358980528001919,0.7705657799579464,0.5808460151567463,211,2440,10680,18622
10,2019_PLUS,GBT,247,0.8932065062099429,0.7176627130601064,0.5617975158130316,211,2440,10680,18622
10,2019_PLUS,RIDGE,247,0.981352601000513,0.7612772624642333,0.5818568572837592,211,2440,10680,18622
10,ALL,ALS,300,1.0462356276756197,0.7794353292530367,0.5378670214153085,294,14533,48326,82095
10,ALL,ALS_FM,300,0.9084104916805702,0.7352984305148567,0.5708985993782774,294,14533,48326,82095
10,ALL,FM,300,0.9335947377917375,0.7416078712793516,0.5657652969825736,294,14533,48326,82095
10,ALL,GBT,300,0.9214280205286063,0.7225851649917324,0.5683266258528554,294,14533,48326,82095
10,ALL,RIDGE,300,1.0150807863187645,0.7709042625080341,0.5736223094545453,294,14533,48326,82095
10,ALS_DIRECT,ALS,296,1.2158801102010897,0.850522528290392,0.583602152610187,279,5220,22958,36065
10,ALS_DIRECT,ALS_FM,296,0.8426560920640682,0.7005973894045274,0.6041247205149622,279,5220,22958,36065
10,ALS_DIRECT,FM,296,0.8871332212482226,0.7112467722922838,0.5891302037141962,279,5220,22958,36065
10,ALS_DIRECT,GBT,296,0.8779294240280149,0.7053481843797941,0.5810209684728714,279,5220,22958,36065
10,ALS_DIRECT,RIDGE,296,0.9717141069263956,0.7534706221688301,0.589728087837085,279,5220,22958,36065
10,BEFORE_2000,ALS,264,1.0160060548913514,0.7807925457551387,0.5738746797020247,228,5187,12242,20977
10,BEFORE_2000,ALS_FM,264,0.795309378699234,0.6967752227242181,0.5836032231352568,228,5187,12242,20977
10,BEFORE_2000,FM,264,0.8204311676866767,0.6983767914696859,0.5767211524952155,228,5187,12242,20977
10,BEFORE_2000,GBT,264,0.7856608469350963,0.6773583302297791,0.5773132483581509,228,5187,12242,20977
10,BEFORE_2000,RIDGE,264,0.8784266691046619,0.7260567889692778,0.5816668460454619,228,5187,12242,20977
10,INPUT_ALL_UNSUPPORTED,ALS,4,2.804499296438409,1.2641999047514654,0.5,4,2139,2314,3726
10,INPUT_ALL_UNSUPPORTED,ALS_FM,4,2.2841072215242,1.1543153144350915,0.5959336788102414,4,2139,2314,3726
10,INPUT_ALL_UNSUPPORTED,FM,4,2.2841072215242,1.1543153144350915,0.5959336788102414,4,2139,2314,3726
10,INPUT_ALL_UNSUPPORTED,GBT,4,2.7293806416381816,1.2364794197647215,0.5832260991816471,4,2139,2314,3726
10,INPUT_ALL_UNSUPPORTED,RIDGE,4,2.755988442094954,1.2618338698820035,0.642007800892032,4,2139,2314,3726
10,INPUT_SOME_UNSUPPORTED,ALS,287,1.0509126234120483,0.7817255258547315,0.5359628062764537,281,13592,45023,73797
10,INPUT_SOME_UNSUPPORTED,ALS_FM,287,0.9067211602309455,0.7359683681736491,0.5686469061106484,281,13592,45023,73797
10,INPUT_SOME_UNSUPPORTED,FM,287,0.9314284457469381,0.742112808117276,0.5643344931491641,281,13592,45023,73797
10,INPUT_SOME_UNSUPPORTED,GBT,287,0.9151292438507532,0.7214440278428543,0.5667252978741601,281,13592,45023,73797
10,INPUT_SOME_UNSUPPORTED,RIDGE,287,1.012407201072921,0.771228650633289,0.5714122406878209,281,13592,45023,73797
10,ITEM_SUPPORTED,ALS,297,1.2003996184332162,0.8466124227190323,0.5826860259561869,280,5326,23249,36694
10,ITEM_SUPPORTED,ALS_FM,297,0.8416590346983737,0.7002942688160119,0.6037653909113544,280,5326,23249,36694
10,ITEM_SUPPORTED,FM,297,0.8863343493495438,0.7111349119695292,0.589137922288057,280,5326,23249,36694
10,ITEM_SUPPORTED,GBT,297,0.8780487226280443,0.7056989416419154,0.5805349246235655,280,5326,23249,36694
10,ITEM_SUPPORTED,RIDGE,297,0.9727634627879463,0.754148150912393,0.5899057727282758,280,5326,23249,36694
10,NO_PRE_OBSERVATIONS,ALS,244,0.9067305981936921,0.7187527266851356,0.5,211,3083,9661,17007
10,NO_PRE_OBSERVATIONS,ALS_FM,244,0.9448393256973705,0.7687196507753292,0.5922796049045655,211,3083,9661,17007
10,NO_PRE_OBSERVATIONS,FM,244,0.9448393256973705,0.7687196507753292,0.5922796049045655,211,3083,9661,17007
10,NO_PRE_OBSERVATIONS,GBT,244,0.9187807795449532,0.7249617141497667,0.5614075571611666,211,3083,9661,17007
10,NO_PRE_OBSERVATIONS,RIDGE,244,1.0083393403263015,0.7704902710402792,0.5727255833090384,211,3083,9661,17007
10,OTHER_UNSUPPORTED,ALS,275,0.9312022263303877,0.7374617789052413,0.5,238,7539,17115,28798
10,OTHER_UNSUPPORTED,ALS_FM,275,0.9912212163325247,0.7847962008835748,0.5693689555521553,238,7539,17115,28798
10,OTHER_UNSUPPORTED,FM,275,0.9912212163325247,0.7847962008835748,0.5693689555521553,238,7539,17115,28798
10,OTHER_UNSUPPORTED,GBT,275,0.958638126678774,0.7520831552486098,0.5481175109133274,238,7539,17115,28798
10,OTHER_UNSUPPORTED,RIDGE,275,1.035193849637319,0.7915307512988969,0.5653384117983056,238,7539,17115,28798
10,SAMPLE_UNSUPPORTED,ALS,252,0.9649162842370973,0.738821424313087,0.5,198,4456,7454,11791
10,SAMPLE_UNSUPPORTED,ALS_FM,252,1.0618944730630462,0.7981126284573806,0.5443739956897383,198,4456,7454,11791
10,SAMPLE_UNSUPPORTED,FM,252,1.0618944730630462,0.7981126284573806,0.5443739956897383,198,4456,7454,11791
10,SAMPLE_UNSUPPORTED,GBT,252,1.004007735521439,0.7643323694530574,0.512395458130698,198,4456,7454,11791
10,SAMPLE_UNSUPPORTED,RIDGE,252,1.0799910311263943,0.7984210257647802,0.5382920082588974,198,4456,7454,11791
10,TRAIN_0,ALS,294,0.8947510774119031,0.7140052805322068,0.5,277,10431,26862,45401
10,TRAIN_0,ALS_FM,294,0.9691254826331022,0.7675965668933548,0.5597587535651721,277,10431,26862,45401
10,TRAIN_0,FM,294,0.9691254826331022,0.7675965668933548,0.5597587535651721,277,10431,26862,45401
10,TRAIN_0,GBT,294,0.9207019148505791,0.7267744744583612,0.560130262710856,277,10431,26862,45401
10,TRAIN_0,RIDGE,294,1.0096468027372922,0.7716318782484545,0.5639215739578155,277,10431,26862,45401
10,TRAIN_10_49,ALS,271,1.0385171783286844,0.7824528578462391,0.6161104587135802,244,1486,7395,11108
10,TRAIN_10_49,ALS_FM,271,0.8296544147771159,0.6892405423256366,0.6184996751593811,244,1486,7395,11108
10,TRAIN_10_49,FM,271,0.8975958710357879,0.7148618776825848,0.6024444900338427,244,1486,7395,11108
10,TRAIN_10_49,GBT,271,0.8887287563251616,0.7104008763378074,0.5818930458726075,244,1486,7395,11108
10,TRAIN_10_49,RIDGE,271,1.0162954359346192,0.771940785526224,0.607824629397175,244,1486,7395,11108
10,TRAIN_1_9,ALS,264,1.5050083479444376,0.9662706366004435,0.5501156002725167,228,3510,9301,13422
10,TRAIN_1_9,ALS_FM,264,0.886978017901726,0.7352107048772129,0.556415424724166,228,3510,9301,13422
10,TRAIN_1_9,FM,264,0.9287498164608926,0.7383725494366749,0.5427326022404944,228,3510,9301,13422
10,TRAIN_1_9,GBT,264,0.8952205798680437,0.7043280068436604,0.5618511873155011,228,3510,9301,13422
10,TRAIN_1_9,RIDGE,264,1.0012373501073049,0.7544109770338336,0.5762196701129917,228,3510,9301,13422
10,TRAIN_50_PLUS,ALS,284,1.0583614060138475,0.7925115988047915,0.5976614034593654,251,863,7840,12164
10,TRAIN_50_PLUS,ALS_FM,284,0.7989488887193917,0.6802898438663456,0.6013212922344932,251,863,7840,12164
10,TRAIN_50_PLUS,FM,284,0.8315980095399882,0.6894083647100396,0.5837716519194164,251,863,7840,12164
10,TRAIN_50_PLUS,GBT,284,0.8281716748146027,0.6865529982578763,0.5702794131986517,251,863,7840,12164
10,TRAIN_50_PLUS,RIDGE,284,0.8976974856131845,0.7282371998827274,0.5626513034732463,251,863,7840,12164
10,WITHHELD,ALS,286,0.8690940500383499,0.6931358657295943,0.5,259,2892,9747,16603
10,WITHHELD,ALS_FM,286,0.9360135096739165,0.747383915977994,0.5576616975982754,259,2892,9747,16603
10,WITHHELD,FM,286,0.9360135096739165,0.747383915977994,0.5576616975982754,259,2892,9747,16603
10,WITHHELD,GBT,286,0.8906881968967929,0.7025450212499288,0.5527455559782087,259,2892,9747,16603
10,WITHHELD,RIDGE,286,0.9936396720925481,0.754243997242388,0.552003914615617,259,2892,9747,16603
30,2000_2009,ALS,277,0.9595111495332869,0.7341037605897004,0.5951031284691992,242,2615,9165,15235
30,2000_2009,ALS_FM,277,0.8947151864140674,0.7168509653933667,0.6035539282128589,242,2615,9165,15235
30,2000_2009,FM,277,0.9489316395040813,0.7394247001919224,0.5921245008170368,242,2615,9165,15235
30,2000_2009,GBT,277,0.9263401492005751,0.725432838638797,0.5857957838290513,242,2615,9165,15235
30,2000_2009,RIDGE,277,1.0827329174221454,0.7980276635002336,0.5903042056147771,242,2615,9165,15235
30,2010_2018,ALS,291,1.0755093129984026,0.7772142619704451,0.5324210964760896,267,4291,16239,27261
30,2010_2018,ALS_FM,291,0.9433710346090147,0.7380949175156961,0.5705644687802855,267,4291,16239,27261
30,2010_2018,FM,291,0.9740065411443406,0.7473867186433926,0.5699542548087388,267,4291,16239,27261
30,2010_2018,GBT,291,0.9288760119823917,0.7194670695680072,0.5608194508515298,267,4291,16239,27261
30,2010_2018,RIDGE,291,1.0380653643303874,0.7709524171455246,0.5726103068791855,267,4291,16239,27261
30,2019_PLUS,ALS,247,0.9048228741372784,0.7258308757430478,0.4998178264302257,211,2440,10680,18622
30,2019_PLUS,ALS_FM,247,0.9483575658021648,0.7769530006448571,0.5799276202134723,211,2440,10680,18622
30,2019_PLUS,FM,247,0.9482620434828659,0.7768999669760902,0.58006625821156,211,2440,10680,18622
30,2019_PLUS,GBT,247,0.8874934186184283,0.7213010165828619,0.5600427565324393,211,2440,10680,18622
30,2019_PLUS,RIDGE,247,0.9812435204262331,0.7613037396407467,0.5831734952020967,211,2440,10680,18622
30,ALL,ALS,300,0.9764708700024975,0.7439280718705784,0.5490043731288871,294,14533,48326,82095
30,ALL,ALS_FM,300,0.9036383604103734,0.7307754513633321,0.5741220881956751,294,14533,48326,82095
30,ALL,FM,300,0.9339198082968363,0.7419737174812634,0.5667636629355994,294,14533,48326,82095
30,ALL,GBT,300,0.8990801286680428,0.7155331212043098,0.5671344397743702,294,14533,48326,82095
30,ALL,RIDGE,300,1.0148191276015934,0.7709079396508701,0.5753454913890103,294,14533,48326,82095
30,ALS_DIRECT,ALS,297,1.0283345977149854,0.7662295385433024,0.5995108328673715,280,5326,23249,36694
30,ALS_DIRECT,ALS_FM,297,0.8234073469033856,0.6862956017272716,0.6092547236922927,280,5326,23249,36694
30,ALS_DIRECT,FM,297,0.8800032687268892,0.708022907913204,0.5924766272221628,280,5326,23249,36694
30,ALS_DIRECT,GBT,297,0.8506608202263927,0.6942494368841375,0.5825963342181437,280,5326,23249,36694
30,ALS_DIRECT,RIDGE,297,0.9721235618674219,0.7540813474305227,0.5929428457356986,280,5326,23249,36694
30,BEFORE_2000,ALS,264,0.8463846086727095,0.7000563659890856,0.6111448445941378,228,5187,12242,20977
30,BEFORE_2000,ALS_FM,264,0.7710491887478633,0.6802996986662141,0.5941822235408569,228,5187,12242,20977
30,BEFORE_2000,FM,264,0.8140053507058876,0.6957357505535443,0.5781082154856707,228,5187,12242,20977
30,BEFORE_2000,GBT,264,0.7732730069630042,0.6736558583726175,0.5876104246131176,228,5187,12242,20977
30,BEFORE_2000,RIDGE,264,0.8780338135581329,0.7263282947277472,0.5855247741152554,228,5187,12242,20977
30,INPUT_SOME_UNSUPPORTED,ALS,300,0.9764708700024975,0.7439280718705784,0.5490043731288871,294,14533,48326,82095
30,INPUT_SOME_UNSUPPORTED,ALS_FM,300,0.9036383604103734,0.7307754513633321,0.5741220881956751,294,14533,48326,82095
30,INPUT_SOME_UNSUPPORTED,FM,300,0.9339198082968363,0.7419737174812634,0.5667636629355994,294,14533,48326,82095
30,INPUT_SOME_UNSUPPORTED,GBT,300,0.8990801286680428,0.7155331212043098,0.5671344397743702,294,14533,48326,82095
30,INPUT_SOME_UNSUPPORTED,RIDGE,300,1.0148191276015934,0.7709079396508701,0.5753454913890103,294,14533,48326,82095
30,ITEM_SUPPORTED,ALS,297,1.0283345977149854,0.7662295385433024,0.5995108328673715,280,5326,23249,36694
30,ITEM_SUPPORTED,ALS_FM,297,0.8234073469033856,0.6862956017272716,0.6092547236922927,280,5326,23249,36694
30,ITEM_SUPPORTED,FM,297,0.8800032687268892,0.708022907913204,0.5924766272221628,280,5326,23249,36694
30,ITEM_SUPPORTED,GBT,297,0.8506608202263927,0.6942494368841375,0.5825963342181437,280,5326,23249,36694
30,ITEM_SUPPORTED,RIDGE,297,0.9721235618674219,0.7540813474305227,0.5929428457356986,280,5326,23249,36694
30,NO_PRE_OBSERVATIONS,ALS,244,0.9376955635405244,0.7291701351282411,0.5,211,3083,9661,17007
30,NO_PRE_OBSERVATIONS,ALS_FM,244,0.9537636677361815,0.7728897620972742,0.5922204667624984,211,3083,9661,17007
30,NO_PRE_OBSERVATIONS,FM,244,0.9537636677361815,0.7728897620972742,0.5922204667624984,211,3083,9661,17007
30,NO_PRE_OBSERVATIONS,GBT,244,0.9184144799227592,0.7279006362477527,0.552868692680982,211,3083,9661,17007
30,NO_PRE_OBSERVATIONS,RIDGE,244,1.0093616892668766,0.770777723438312,0.5725152165179206,211,3083,9661,17007
30,OTHER_UNSUPPORTED,ALS,275,0.9519404685025449,0.7462398864163702,0.5,238,7539,17115,28798
30,OTHER_UNSUPPORTED,ALS_FM,275,0.9998560948863968,0.789991548847611,0.5683648216562154,238,7539,17115,28798
30,OTHER_UNSUPPORTED,FM,275,0.9998560948863968,0.789991548847611,0.5683648216562154,238,7539,17115,28798
30,OTHER_UNSUPPORTED,GBT,275,0.9513255116660949,0.7522728037517205,0.5434864787218507,238,7539,17115,28798
30,OTHER_UNSUPPORTED,RIDGE,275,1.0359190415453616,0.7917301518671243,0.5718325248762894,238,7539,17115,28798
30,SAMPLE_UNSUPPORTED,ALS,252,0.9922638774799102,0.7499389588485565,0.5,198,4456,7454,11791
30,SAMPLE_UNSUPPORTED,ALS_FM,252,1.06549497308111,0.8017103639803249,0.5409435408436756,198,4456,7454,11791
30,SAMPLE_UNSUPPORTED,FM,252,1.06549497308111,0.8017103639803249,0.5409435408436756,198,4456,7454,11791
30,SAMPLE_UNSUPPORTED,GBT,252,0.9953485320194209,0.7634248810083907,0.5211386737266598,198,4456,7454,11791
30,SAMPLE_UNSUPPORTED,RIDGE,252,1.0806052803847064,0.7989482664277252,0.5421628631148213,198,4456,7454,11791
30,TRAIN_0,ALS,294,0.9045652684222905,0.7170323326649966,0.5,277,10431,26862,45401
30,TRAIN_0,ALS_FM,294,0.9752351125538146,0.7706490363282293,0.5588120066935033,277,10431,26862,45401
30,TRAIN_0,FM,294,0.9752351125538146,0.7706490363282293,0.5588120066935033,277,10431,26862,45401
30,TRAIN_0,GBT,294,0.907534549968249,0.726120873655058,0.5573658496674195,277,10431,26862,45401
30,TRAIN_0,RIDGE,294,1.0100377565288028,0.7717639554305517,0.5665362377425267,277,10431,26862,45401
30,TRAIN_10_49,ALS,271,0.8963839319903649,0.7143089515648202,0.6221164382648178,244,1486,7395,11108
30,TRAIN_10_49,ALS_FM,271,0.8161368342676275,0.6791024624209946,0.6274085602701214,244,1486,7395,11108
30,TRAIN_10_49,FM,271,0.8898162053768727,0.711275575208743,0.5985255521536137,244,1486,7395,11108
30,TRAIN_10_49,GBT,271,0.8538575756111211,0.696436142424694,0.6084178642753238,244,1486,7395,11108
30,TRAIN_10_49,RIDGE,271,1.0153948753222681,0.7716124708435484,0.6058109832846995,244,1486,7395,11108
30,TRAIN_1_9,ALS,264,1.3645424808345474,0.9032906124082553,0.5616144484118153,228,3510,9301,13422
30,TRAIN_1_9,ALS_FM,264,0.8903080377145148,0.7312325021140058,0.5735294830061382,228,3510,9301,13422
30,TRAIN_1_9,FM,264,0.9366127353867316,0.7430826746777364,0.5540259836258905,228,3510,9301,13422
30,TRAIN_1_9,GBT,264,0.8828353457591115,0.7013405160055384,0.5612947776710965,228,3510,9301,13422
30,TRAIN_1_9,RIDGE,264,1.0028711236824939,0.7550916662010063,0.5762746405683564,228,3510,9301,13422
30,TRAIN_50_PLUS,ALS,284,0.8447231067459562,0.6848842092466393,0.6072846511837944,251,863,7840,12164
30,TRAIN_50_PLUS,ALS_FM,284,0.769796553153081,0.6588919022283629,0.603585830869347,251,863,7840,12164
30,TRAIN_50_PLUS,FM,284,0.8220845876445694,0.6835169398562987,0.5845096465127945,251,863,7840,12164
30,TRAIN_50_PLUS,GBT,284,0.7979393465473023,0.6740225441840513,0.5720646317865943,251,863,7840,12164
30,TRAIN_50_PLUS,RIDGE,284,0.8964582904033404,0.727975811213711,0.5645852032986896,251,863,7840,12164
30,WITHHELD,ALS,286,0.8754753458055343,0.694528297744992,0.5,259,2892,9747,16603
30,WITHHELD,ALS_FM,286,0.9359380033204071,0.7467730319364779,0.5576334073512871,259,2892,9747,16603
30,WITHHELD,FM,286,0.9359380033204071,0.7467730319364779,0.5576334073512871,259,2892,9747,16603
30,WITHHELD,GBT,286,0.8708144638371739,0.6999314379084869,0.5594045626290134,259,2892,9747,16603
30,WITHHELD,RIDGE,286,0.9933603718698601,0.7542376728637901,0.5540052092601248,259,2892,9747,16603
